,model,base_model,ifeval,bbh,math,mmlu-pro,gpqa,musr
1212,TencentARC/LLaMA-Pro-8B,TencentARC/LLaMA-Pro-8B,0.22771357775147721,0.092939499758607,0.01661631419939577,0.09011155437352246,0.01342281879194629,0.08593229166666669
1213,TencentARC/LLaMA-Pro-8B-Instruct,TencentARC/LLaMA-Pro-8B-Instruct,0.4486063644463357,0.19485726056875954,0.01661631419939577,0.10507166075650116,0.03243847874720355,0.11110937500000001
1214,TencentARC/MetaMath-Mistral-Pro,TencentARC/MetaMath-Mistral-Pro,0.2118767093534045,0.2237227879113455,0.04607250755287009,0.16352689125295508,0.02572706935123044,0.04985416666666667
1215,TencentARC/Mistral_Pro_8B_v0.1,TencentARC/Mistral_Pro_8B_v0.1,0.21145227995053123,0.22894188758768041,0.05664652567975831,0.1961251477541371,0.04026845637583895,0.11828645833333334
1216,TheDrummer/Cydonia-22B-v1.2,TheDrummer/Cydonia-22B-v1.2,0.5635114828654636,0.3993260406588619,0.1797583081570997,0.34895833333333337,0.10738255033557048,0.10505468750000001
1217,TheDrummer/Gemmasutra-9B-v1,TheDrummer/Gemmasutra-9B-v1 (Merge),0.24155130609006328,0.4120039631726062,0.08232628398791542,0.33833850472813237,0.0805369127516779,0.20940885416666663
1218,TheDrummer/Gemmasutra-Mini-2B-v1,TheDrummer/Gemmasutra-Mini-2B-v1,0.2548659778277193,0.0981033614467704,0.03172205438066465,0.1171690307328605,0.027964205816554788,0.011890624999999993
1219,TheDrummer/Llama-3SOME-8B-v2,TheDrummer/Llama-3SOME-8B-v2,0.45080497524346513,0.3169527340436814,0.0959214501510574,0.30592494089834515,0.06935123042505593,0.07208854166666664
1220,TheDrummer/Ministrations-8B-v1,TheDrummer/Ministrations-8B-v1,0.28219346888478125,0.2698563733629608,0.17598187311178248,0.29373522458628837,0.09955257270693513,0.14779947916666664
1221,TheDrummer/Rocinante-12B-v1,TheDrummer/Rocinante-12B-v1,0.6076499244227539,0.30025654065607255,0.06570996978851965,0.2752659574468085,0.05480984340044745,0.11281510416666665
1222,TheDrummer/Tiger-Gemma-9B-v1,TheDrummer/Tiger-Gemma-9B-v1,0.728150197032762,0.3722054605408783,0.0007552870090634441,0.34646498226950356,0.11856823266219241,0.10487500000000002
1223,TheDrummer/Tiger-Gemma-9B-v2,TheDrummer/Tiger-Gemma-9B-v2,0.6985997154217475,0.3546954056518246,0.0007552870090634441,0.3458185579196217,0.11968680089485462,0.09318749999999999
1224,TheDrummer/Tiger-Gemma-9B-v3,TheDrummer/Tiger-Gemma-9B-v3,0.6820635912711606,0.3883602273195975,0.0,0.33990839243498816,0.11856823266219241,0.077109375
1225,TheDrunkenSnail/Son-of-Rhodia,TheDrunkenSnail/Son-of-Rhodia (Merge),0.7046447869430889,0.30222057252119927,0.12160120845921449,0.28976433215130015,0.08389261744966443,0.12103124999999998
1226,TheHierophant/Underground-Cognitive-V0.3-test,TheHierophant/Underground-Cognitive-V0.3-test (Merge),0.48082975394176336,0.33665101982714996,0.006042296072507553,0.2575354609929078,0.06487695749440718,0.1455598958333333
1227,TheTsar1209/nemo-carpmuscle-v0.1,unsloth/Mistral-Nemo-Base-2407-bnb-4bit,0.2275639746982451,0.3003499578343409,0.04229607250755288,0.2673241725768321,0.06263982102908276,0.10220833333333337
1228,TheTsar1209/qwen-carpmuscle-r-v0.3,TheTsar1209/qwen-carpmuscle-r-v0.3 (Merge),0.4455090271590491,0.4637591354449345,0.2968277945619336,0.45589539007092195,0.13422818791946312,0.12003385416666669
1229,TheTsar1209/qwen-carpmuscle-v0.1,Qwen/Qwen2.5-14B,0.5621628390448454,0.4882559521217237,0.23111782477341392,0.46669991134751776,0.12527964205816552,0.10146354166666668
1230,TheTsar1209/qwen-carpmuscle-v0.2,Qwen/Qwen2.5-14B,0.5256929391791557,0.48182441433807094,0.2719033232628399,0.4607897458628841,0.14093959731543623,0.1275234375
1231,TheTsar1209/qwen-carpmuscle-v0.3,Qwen/Qwen2.5-14B,0.44763228234418007,0.455433921378403,0.2794561933534743,0.4512780732860521,0.14205816554809844,0.09781770833333335
1232,TheTsar1209/qwen-carpmuscle-v0.4,Qwen/Qwen2.5-14B,0.7202068289915203,0.49384955888655646,0.17371601208459214,0.46042036052009455,0.13646532438478745,0.15550520833333337
1233,Tijmen2/cosmosage-v3,meta-llama/Meta-Llama-3-8B,0.4482318027278731,0.22687105755012302,0.01812688821752266,0.1650967789598109,0.043624161073825496,0.10685677083333334
1234,TinyLlama/TinyLlama-1.1B-Chat-v0.1,TinyLlama/TinyLlama-1.1B-Chat-v0.1,0.1478543597654224,0.03363010673939338,0.0,0.01087839834515365,0.0,0.03904947916666667
1235,TinyLlama/TinyLlama-1.1B-Chat-v0.5,TinyLlama/TinyLlama-1.1B-Chat-v0.5,0.1633665341294432,0.03407690937569705,0.0007552870090634442,0.010693705673758856,0.0,0.035656250000000014
1236,TinyLlama/TinyLlama-1.1B-Chat-v0.6,TinyLlama/TinyLlama-1.1B-Chat-v0.6,0.15742119797692347,0.03390370709512531,0.0037764350453172208,0.016511524822695033,0.011185682326621947,0.022773437500000004
1237,TinyLlama/TinyLlama-1.1B-Chat-v1.0,TinyLlama/TinyLlama-1.1B-Chat-v1.0,0.05957636848007731,0.04013396848486799,0.00906344410876133,0.01124778368794326,0.0,0.04306770833333336
1238,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,0.22766371006706648,0.03547093389508079,0.008308157099697885,0.013371749408983452,0.0033557046979865533,0.021872395833333332
1239,TinyLlama/TinyLlama_v1.1,TinyLlama/TinyLlama_v1.1,0.20006139266036338,0.032103010497128145,0.006042296072507553,0.005429964539007081,0.0,0.03979427083333333
1240,Trappu/Magnum-Picaro-0.7-v2-12b,Trappu/Magnum-Picaro-0.7-v2-12b (Merge),0.3002788157643941,0.3574623319855443,0.0513595166163142,0.28671690307328607,0.09731543624161071,0.19556510416666664
1241,Trappu/Nemo-Picaro-12B,royallab/MN-LooseCannon-12B-v2 (Merge),0.2577139766929525,0.359731352844479,0.08232628398791542,0.2893949468085106,0.10290827740492169,0.1874088541666666
1242,Tremontaine/L3-12B-Lunaris-v1,Tremontaine/L3-12B-Lunaris-v1 (Merge),0.6909311737301471,0.321807456461844,0.08912386706948641,0.3083259456264775,0.07941834451901568,0.040539062500000014
1243,Tsunami-th/Tsunami-0.5-7B-Instruct,Tsunami-th/Tsunami-0.5-7B-Instruct (Merge),0.7400153814102137,0.3613825418700338,0.0015105740181268882,0.3792479314420804,0.07829977628635347,0.12214843750000001
1244,Tsunami-th/Tsunami-0.5x-7B-Instruct,Tsunami-th/Tsunami-0.5x-7B-Instruct (Merge),0.7099152470999173,0.3736306059795168,0.04984894259818731,0.38423463356973997,0.08612975391498878,0.18567968749999994
1245,Tsunami-th/Tsunami-1.0-14B-Instruct,Tsunami-th/Tsunami-1.0-14B-Instruct (Merge),0.7829049145157072,0.49150255113097735,0.0,0.47205599881796695,0.14205816554809844,0.16342187499999997
1246,Tsunami-th/Tsunami-1.0-7B-Instruct,Tsunami-th/Tsunami-1.0-7B-Instruct (Merge),0.7308729726015861,0.3585724274977317,0.014350453172205437,0.38044843380614657,0.08389261744966443,0.15760156249999996
1247,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter1,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter1,0.308221075634871,0.4180922962006354,0.0,0.32300901300236406,0.11521252796420578,0.10075520833333335
1248,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter2,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter2,0.3100196367859502,0.42169833801745815,0.0,0.31885342789598103,0.11297539149888143,0.10942187500000003
1249,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3,0.31671409637539505,0.4253675224107426,0.0,0.31395907210401885,0.11856823266219241,0.11342187500000002
1250,UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter1,UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter1,0.7298988904994304,0.29489353188071965,0.10725075528700906,0.3012152777777778,0.02348993288590602,0.02165624999999999
1251,UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter2,UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter2,0.6988745417713887,0.2986944932809155,0.09667673716012085,0.29909131205673756,0.02237136465324381,0.01995052083333335
1252,UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,0.6834122350917786,0.29739683580440696,0.08308157099697885,0.2938275709219858,0.020134228187919476,0.030911458333333326
1253,UCLA-AGI/Mistral7B-PairRM-SPPO,UCLA-AGI/Mistral7B-PairRM-SPPO,0.43549227161708715,0.22084656478561812,0.025679758308157104,0.18005688534278957,0.04138702460850116,0.07793229166666667
1254,UCLA-AGI/Mistral7B-PairRM-SPPO-Iter1,UCLA-AGI/Mistral7B-PairRM-SPPO-Iter1,0.5047352136774869,0.2293229237099634,0.022658610271903322,0.18836805555555552,0.044742729306487705,0.0829713541666667
1255,UCLA-AGI/Mistral7B-PairRM-SPPO-Iter2,UCLA-AGI/Mistral7B-PairRM-SPPO-Iter2,0.4445848127413042,0.22479924250197836,0.01661631419939577,0.18633643617021278,0.05145413870246088,0.09801041666666668
1256,UCLA-AGI/Mistral7B-PairRM-SPPO-Iter3,UCLA-AGI/Mistral7B-PairRM-SPPO-Iter3,0.43506784221421385,0.21817495985928634,0.018882175226586105,0.18421247044917258,0.03355704697986576,0.0948932291666667
1257,UKzExecution/LlamaExecutor-8B-3.0.5,UKzExecution/LlamaExecutor-8B-3.0.5 (Merge),0.740290207759855,0.2841381524085358,0.09894259818731119,0.29170360520094557,0.007829977628635318,0.04653906250000001
1258,Unbabel/TowerInstruct-Mistral-7B-v0.2,Unbabel/TowerInstruct-Mistral-7B-v0.2,0.2843422119975,0.14224326422972675,0.015861027190332326,0.10756501182033099,0.0,0.15961979166666668
1259,Undi95/MG-FinalMix-72B,Undi95/MG-FinalMix-72B (Merge),0.8013648231137824,0.5750241170628198,0.36102719033232633,0.49191046099290775,0.18008948545861295,0.21217187499999998
1260,VAGOsolutions/Llama-3-SauerkrautLM-70b-Instruct,VAGOsolutions/Llama-3-SauerkrautLM-70b-Instruct,0.8044621604010692,0.5202957975911792,0.2379154078549849,0.488031914893617,0.10402684563758392,0.13542187500000002
1261,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,VAGOsolutions/Llama-3-SauerkrautLM-8b-Instruct,0.7445367181301171,0.28049242452059703,0.06646525679758308,0.3174682328605201,0.07829977628635347,0.11279687499999999
1262,VAGOsolutions/Llama-3.1-SauerkrautLM-70b-Instruct,VAGOsolutions/Llama-3.1-SauerkrautLM-70b-Instruct,0.8656365111238182,0.5724162100868164,0.324773413897281,0.4816600177304965,0.12192393736017897,0.1938541666666666
1263,VAGOsolutions/Llama-3.1-SauerkrautLM-8b-Instruct,VAGOsolutions/Llama-3.1-SauerkrautLM-8b-Instruct,0.801739384832245,0.30999360665356374,0.11933534743202417,0.321162086288416,0.05369127516778524,0.11516927083333331
1264,VAGOsolutions/SauerkrautLM-1.5b,VAGOsolutions/SauerkrautLM-1.5b,0.24040324117785253,0.1341951842491528,0.027190332326283994,0.12788120567375885,0.027964205816554788,0.04971614583333335
1265,VAGOsolutions/SauerkrautLM-7b-HerO,VAGOsolutions/SauerkrautLM-7b-HerO,0.5346103893225531,0.27991873536830214,0.040785498489425975,0.22733820921985815,0.030201342281879207,0.06881510416666668
1266,VAGOsolutions/SauerkrautLM-7b-LaserChat,VAGOsolutions/SauerkrautLM-7b-LaserChat,0.5987823419637673,0.22992080116474678,0.07703927492447131,0.2560579196217494,0.06711409395973152,0.09916927083333332
1267,VAGOsolutions/SauerkrautLM-Gemma-2b,VAGOsolutions/SauerkrautLM-Gemma-2b,0.2475221301701707,0.09133870459903902,0.02190332326283988,0.05206486406619384,0.008948545861297527,0.03514583333333334
1268,VAGOsolutions/SauerkrautLM-Gemma-7b,VAGOsolutions/SauerkrautLM-Gemma-7b,0.3406705319662939,0.18492651800030926,0.05513595166163143,0.21791888297872342,0.04809843400447425,0.029283854166666675
1269,VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,VAGOsolutions/SauerkrautLM-Mixtral-8x7B-Instruct,0.5601891869129465,0.3394516253986293,0.09743202416918431,0.2944739952718675,0.06375838926174497,0.11318750000000001
1270,VAGOsolutions/SauerkrautLM-Nemo-12b-Instruct,VAGOsolutions/SauerkrautLM-Nemo-12b-Instruct,0.6112969144093229,0.3234378307249567,0.09516616314199396,0.26501551418439717,0.07941834451901568,0.17161979166666666
1271,VAGOsolutions/SauerkrautLM-Phi-3-medium,VAGOsolutions/SauerkrautLM-Phi-3-medium,0.4408879550703245,0.49630350331717615,0.15483383685800606,0.4072288711583924,0.11297539149888143,0.2069583333333333
1272,VAGOsolutions/SauerkrautLM-SOLAR-Instruct,VAGOsolutions/SauerkrautLM-SOLAR-Instruct,0.49172085621705963,0.31838919738784016,0.0,0.24257535460992904,0.0738255033557047,0.08334374999999997
1273,VAGOsolutions/SauerkrautLM-gemma-2-2b-it,VAGOsolutions/SauerkrautLM-gemma-2-2b-it,0.13206625088099574,0.18914195373183343,0.0007552870090634442,0.18809101654846339,0.030201342281879207,0.08765624999999998
1274,VAGOsolutions/SauerkrautLM-gemma-2-9b-it,VAGOsolutions/SauerkrautLM-gemma-2-9b-it,0.30240096277876033,0.43249988966600456,0.00528700906344411,0.3434175531914893,0.10290827740492169,0.12344531250000002
1275,VAGOsolutions/SauerkrautLM-v2-14b-DPO,VAGOsolutions/SauerkrautLM-v2-14b-DPO (Merge),0.7411645544931892,0.5092613155208554,0.27341389728096677,0.4574652777777778,0.09284116331096197,0.13783593750000003
1276,VAGOsolutions/SauerkrautLM-v2-14b-SFT,VAGOsolutions/SauerkrautLM-v2-14b-SFT (Merge),0.6963767248677953,0.45824351326219603,0.29229607250755285,0.46725398936170215,0.11409395973154364,0.11067708333333336
1277,VIRNECT/llama-3-Korean-8B,VIRNECT/llama-3-Korean-8B,0.5021376614050719,0.27564318704783014,0.10649546827794562,0.28182254728132394,0.027964205816554788,0.03032291666666666
1278,VIRNECT/llama-3-Korean-8B-r-v-0.1,MLP-KTLim/llama-3-Korean-Bllossom-8B (Merge),0.4915712531638276,0.258849543311167,0.08157099697885198,0.2510712174940898,0.0,0.0373619791666667
1279,ValiantLabs/Llama3-70B-Fireplace,ValiantLabs/Llama3-70B-Fireplace,0.7773596280092377,0.4955653001638277,0.21601208459214502,0.4325317671394799,0.13982102908277402,0.167734375
1280,ValiantLabs/Llama3-70B-ShiningValiant2,ValiantLabs/Llama3-70B-ShiningValiant2,0.612171261142657,0.4671026104076922,0.08006042296072508,0.4330858451536643,0.10738255033557048,0.1363828125
1281,ValiantLabs/Llama3.1-70B-ShiningValiant2,meta-llama/Meta-Llama-3.1-70B,0.5355346037402979,0.523909685185231,0.2719033232628399,0.4636524822695035,0.1901565995525727,0.184796875
1282,ValiantLabs/Llama3.1-8B-Cobalt,meta-llama/Meta-Llama-3.1-8B,0.3496134700372789,0.2741777700049443,0.1253776435045317,0.2938275709219858,0.07158836689038028,0.09826822916666669
1283,ValiantLabs/Llama3.1-8B-Enigma,meta-llama/Meta-Llama-3.1-8B,0.26805542626896633,0.22012915076928266,0.08761329305135952,0.26769355791962174,0.05033557046979867,0.102171875
1284,ValiantLabs/Llama3.1-8B-Esper2,meta-llama/Meta-Llama-3.1-8B,0.2567398945907968,0.22195685067925833,0.05287009063444109,0.2115469858156028,0.030201342281879207,0.05709114583333332
1285,ValiantLabs/Llama3.1-8B-Fireplace2,meta-llama/Meta-Llama-3.1-8B,0.5328118281714739,0.24089953790013477,0.06646525679758308,0.1581708037825059,0.05257270693512303,0.04216666666666668
1286,ValiantLabs/Llama3.1-8B-ShiningValiant2,meta-llama/Meta-Llama-3.1-8B,0.26780608784691284,0.21618149642278947,0.052114803625377654,0.21413268321513002,0.06935123042505593,0.10789583333333332
1287,ValiantLabs/Llama3.2-3B-Enigma,meta-llama/Llama-3.2-3B-Instruct,0.2786218345102107,0.12434025970150066,0.04078549848942599,0.1586325354609929,0.015659955257270708,0.08050260416666669
1288,ValiantLabs/Llama3.2-3B-Esper2,meta-llama/Llama-3.2-3B-Instruct,0.2749748445236417,0.13851732907913406,0.02341389728096677,0.139701536643026,0.026845637583892648,0.04036458333333333
1289,ValiantLabs/Llama3.2-3B-ShiningValiant2,meta-llama/Llama-3.2-3B-Instruct,0.2625101397624968,0.1891270878300154,0.07175226586102719,0.20323581560283685,0.04026845637583895,0.08597395833333335
1290,Vikhrmodels/Vikhr-Llama3.1-8B-Instruct-R-21-09-24,Vikhrmodels/Vikhr-Llama3.1-8B-Instruct-R-21-09-24 (Merge),0.643145742186288,0.3266941729424733,0.1865558912386707,0.28302304964539005,0.0,0.050911458333333375
1291,Vikhrmodels/Vikhr-Nemo-12B-Instruct-R-21-09-24,Vikhrmodels/Vikhr-Nemo-12B-Instruct-R-21-09-24 (Merge),0.5999315150467427,0.31414409113376307,0.13444108761329307,0.26640070921985815,0.05480984340044745,0.09446093750000001
1292,Weyaxi/Bagel-Hermes-2x34B,Weyaxi/Bagel-Hermes-2x34B,0.5431532777474878,0.2740903144542876,0.052114803625377654,0.39873300827423164,0.10402684563758392,0.15625000000000003
1293,Weyaxi/Bagel-Hermes-34B-Slerp,Weyaxi/Bagel-Hermes-34B-Slerp,0.4602720780861448,0.4195704748055785,0.0581570996978852,0.41147680260047276,0.11297539149888143,0.17009375000000002
1294,Weyaxi/Einstein-v4-7B,mistralai/Mistral-7B-v0.1,0.47081299839980145,0.1430445141720726,0.01963746223564955,0.1398862293144208,0.04250559284116329,0.1902083333333333
1295,Weyaxi/Einstein-v6.1-Llama3-8B,meta-llama/Meta-Llama-3-8B,0.45682455883721856,0.2938377348658535,0.0649546827794562,0.23675753546099287,0.04250559284116329,0.1122682291666667
1296,Weyaxi/Einstein-v6.1-developed-by-Weyaxi-Llama3-8B,Weyaxi/Einstein-v6.1-developed-by-Weyaxi-Llama3-8B,0.3927024738804151,0.29694447476985053,0.0649546827794562,0.23250960401891252,0.031319910514541416,0.1338958333333333
1297,Weyaxi/Einstein-v7-Qwen2-7B,Qwen/Qwen2-7B,0.4099633417111043,0.3284181889691276,0.1654078549848943,0.3439716312056737,0.06599552572706939,0.140640625
1298,Weyaxi/Einstein-v8-Llama3.2-1B,meta-llama/Llama-3.2-1B,0.18622255615101263,0.030137741782829335,0.0,0.017896719858156024,0.011185682326621947,0.03222656249999999
1299,Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct,Weyaxi/SauerkrautLM-UNA-SOLAR-Instruct,0.4573243438520902,0.3182468678354313,0.0,0.2392508865248227,0.08165548098434001,0.08601041666666662
1300,WizardLMTeam/WizardLM-13B-V1.0,WizardLMTeam/WizardLM-13B-V1.0,0.18504900331121427,0.02147966883446335,0.0,0.018450797872340413,0.01230425055928408,0.03548177083333333
1301,WizardLMTeam/WizardLM-13B-V1.2,WizardLMTeam/WizardLM-13B-V1.2,0.3392465325336773,0.2288865497804447,0.01812688821752266,0.1687906323877068,0.014541387024608499,0.14030468750000002
1302,WizardLMTeam/WizardLM-70B-V1.0,WizardLMTeam/WizardLM-70B-V1.0,0.49514288753839814,0.3754335453368136,0.037009063444108765,0.2718491430260047,0.021252796420581685,0.1408932291666667
1303,Xclbr7/Arcanum-12b,Xclbr7/Arcanum-12b,0.2906864896253053,0.31879959562746524,0.11555891238670694,0.28736332742316784,0.09395973154362418,0.13528906249999997
1304,Xclbr7/Hyena-12b,Xclbr7/Arcanum-12b,0.34044557330106345,0.3466564863765603,0.09365558912386708,0.27101802600472813,0.06375838926174497,0.11070052083333329
1305,Xclbr7/caliburn-12b,Xclbr7/caliburn-12b,0.3576310855197542,0.35636840567563316,0.10422960725075528,0.29724438534278963,0.11521252796420578,0.13781770833333332
1306,Xclbr7/caliburn-v2-12b,Xclbr7/caliburn-v2-12b,0.2966816934622358,0.30387966946397216,0.10422960725075528,0.309341755319149,0.1017897091722595,0.1412890625
1307,Xkev/Llama-3.2V-11B-cot,Xkev/Llama-3.2V-11B-cot (Merge),0.41580894249480266,0.28246761553003435,0.15332326283987915,0.28745567375886527,0.06040268456375841,0.10381770833333338
1308,Yash21/TinyYi-7B-Test,Yash21/TinyYi-7B-Test,0.1856485236949073,0.02267966388832264,0.0,0.010139627659574466,0.019015659955257263,0.03222656249999999
1309,Youlln/1PARAMMYL-8B-ModelStock,Youlln/1PARAMMYL-8B-ModelStock (Merge),0.5371336941537342,0.317999511933277,0.14728096676737162,0.33335180260047276,0.09843400447427292,0.14283854166666662
1310,Youlln/2PRYMMAL-Yi1.5-6B-SLERP,Youlln/2PRYMMAL-Yi1.5-6B-SLERP (Merge),0.28259351853083153,0.24495644420709067,0.11253776435045318,0.24109781323877066,0.07606263982102905,0.18150520833333336
1311,Youlln/3PRYMMAL-PHI3-3B-SLERP,Youlln/3PRYMMAL-PHI3-3B-SLERP (Merge),0.3655500738041729,0.3582766762143187,0.1540785498489426,0.3335364952718675,0.1017897091722595,0.1777213541666666
1312,Youlln/4PRYMMAL-GEMMA2-9B-SLERP,Youlln/4PRYMMAL-GEMMA2-9B-SLERP (Merge),0.2713766140507188,0.42064171912395665,0.08232628398791542,0.35662307919621744,0.10738255033557048,0.1746640625
1313,Youlln/ECE-PRYMMAL-0.5B-FT-V3,Youlln/ECE-PRYMMAL-0.5B-FT-V3 (Merge),0.16419101317836673,0.036168825108366214,0.0,0.017896719858156024,0.010067114093959738,0.03222656249999999
1314,Youlln/ECE-PRYMMAL-0.5B-FT-V3-MUSR,Youlln/ECE-PRYMMAL-0.5B-FT-V3-MUSR (Merge),0.15334977858748122,0.05062185886531173,0.024924471299093656,0.07164228723404253,0.0,0.03253906250000001
1315,Youlln/ECE-PRYMMAL-0.5B-FT-V4-MUSR,Youlln/ECE-PRYMMAL-0.5B-FT-V4-MUSR (Merge),0.11375705350691721,0.04949091743380625,0.011329305135951661,0.03571956264775414,0.026845637583892648,0.0147734375
1316,Youlln/ECE-PRYMMAL-0.5B-SLERP-V2,Youlln/ECE-PRYMMAL-0.5B-SLERP-V2 (Merge),0.16119341125990153,0.019175609031491386,0.0,0.010509013002364058,0.03243847874720355,0.05355989583333333
1317,Youlln/ECE-PRYMMAL-0.5B-SLERP-V3,Youlln/ECE-PRYMMAL-0.5B-SLERP-V3,0.16701352411601217,0.02319604893286366,0.0,0.009677895981087458,0.0022371364653244186,0.017656250000000016
1318,Youlln/ECE-PRYMMAL-YL-1B-SLERP-V1,Youlln/ECE-PRYMMAL-YL-1B-SLERP-V1,0.32510848991786234,0.18279511446207952,0.09063444108761329,0.215056146572104,0.05480984340044745,0.11589583333333332
1319,Youlln/ECE-PRYMMAL-YL-1B-SLERP-V2,Youlln/ECE-PRYMMAL-YL-1B-SLERP-V2,0.32510848991786234,0.18279511446207952,0.09063444108761329,0.215056146572104,0.05480984340044745,0.11589583333333332
1320,Youlln/ECE-PRYMMAL-YL-7B-SLERP-V4,Youlln/ECE-PRYMMAL-YL-7B-SLERP-V4,0.2509696494190969,0.13157437333845115,0.02643504531722054,0.12575723995271867,0.020134228187919476,0.07011197916666666
1321,Youlln/ECE-PRYMMAL0.5-FT,Youlln/ECE-PRYMMAL0.5-FT (Merge),0.18507338306803725,0.05151599849335524,0.0,0.05298832742316785,0.007829977628635318,0.014322916666666661
1322,Youlln/ECE-PRYMMAL0.5B-Youri,Youlln/ECE-PRYMMAL0.5B-Youri (Merge),0.1446317991817267,0.015012962555992377,0.0,0.010601359338061455,0.0,0.04007031250000002
1323,Youlln/ECE-PRYMMAL1B-FT-V1,Youlln/ECE-PRYMMAL1B-FT-V1 (Merge),0.2143745262569981,0.1618938601764277,0.06873111782477342,0.1936317966903073,0.038031319910514526,0.03873697916666666
1324,Youlln/ECE-Qwen0.5B-FT-V2,Youlln/ECE-Qwen0.5B-FT-V2 (Merge),0.2525931195893562,0.07632147610946965,0.015105740181268883,0.07395094562647753,0.02237136465324381,0.008851562499999998
1325,Youlln/ECE.EIFFEIL.ia-0.5B-SLERP,Youlln/ECE.EIFFEIL.ia-0.5B-SLERP (Merge),0.25614037420710384,0.08405356119616796,0.05287009063444109,0.10036199763593379,0.020134228187919476,0.009440104166666663
1326,YoungPanda/qwenqwen,Removed,0.12639684924888184,0.08194779944827593,0.015105740181268883,0.018635490543735225,0.0,0.024539062499999997
1327,Yuma42/KangalKhan-RawRuby-7B,Yuma42/KangalKhan-RawRuby-7B (Merge),0.547674614467391,0.26387283588738625,0.0634441087613293,0.22475251182033096,0.05033557046979867,0.07636458333333337
1328,ZeroXClem/L3-Aspire-Heart-Matrix-8B,ZeroXClem/L3-Aspire-Heart-Matrix-8B (Merge),0.4833530587729446,0.3430754710829408,0.17900302114803626,0.3094341016548463,0.09955257270693513,0.13071875
1329,ZeroXClem/Qwen-2.5-Aether-SlerpFusion-7B,ZeroXClem/Qwen-2.5-Aether-SlerpFusion-7B (Merge),0.6261597007052399,0.36011209099188735,0.24169184290030213,0.3696439125295508,0.06487695749440718,0.1128932291666667
1330,ZeroXClem/Qwen2.5-7B-HomerAnvita-NerdMix,ZeroXClem/Qwen2.5-7B-HomerAnvita-NerdMix (Merge),0.7707649037886142,0.36579205629985445,0.29531722054380666,0.3812795508274231,0.09284116331096197,0.14414843750000003
1331,ZeroXClem/Qwen2.5-7B-HomerCreative-Mix,ZeroXClem/Qwen2.5-7B-HomerCreative-Mix (Merge),0.7835044348994004,0.36770722382251597,0.32326283987915405,0.3830341312056737,0.06599552572706939,0.1376979166666667
1332,ZeroXClem/Qwen2.5-7B-Qandora-CySec,ZeroXClem/Qwen2.5-7B-Qandora-CySec (Merge),0.6773172958860268,0.3626489816589785,0.22885196374622357,0.3871897163120567,0.06711409395973152,0.13408854166666662
1333,ZeusLabs/L3-Aethora-15B-V2,ZeusLabs/L3-Aethora-15B-V2 (Merge),0.7208063493752133,0.289685046953127,0.07930513595166164,0.2777593085106383,0.05033557046979867,0.06252083333333334
1334,ZhangShenao/SELM-Llama-3-8B-Instruct-iter-3,meta-llama/Meta-Llama-3-8B-Instruct,0.6902817856620433,0.2907853088402274,0.06268882175226585,0.3092494089834515,0.011185682326621947,0.05497135416666667
1335,aaditya/Llama3-OpenBioLLM-70B,meta-llama/Meta-Llama-3-70B,0.7596743307756753,0.47147074677167916,0.19864048338368578,0.4296690307328605,0.09731543624161071,0.14348177083333336
1336,abacusai/Dracarys-72B-Instruct,abacusai/Dracarys-72B-Instruct,0.7855778224001206,0.5693552010003367,0.35649546827794565,0.4951425827423168,0.18791946308724836,0.16811197916666662
1337,abacusai/Liberated-Qwen1.5-14B,abacusai/Liberated-Qwen1.5-14B,0.36310212458499,0.28020905999685464,0.12160120845921452,0.2791445035460993,0.044742729306487705,0.10316927083333333
1338,abacusai/Llama-3-Smaug-8B,abacusai/Llama-3-Smaug-8B,0.48667535472546175,0.2788037418941594,0.07930513595166162,0.2427600472813239,0.0,0.05047916666666663
1339,abacusai/Smaug-34B-v0.1,jondurbin/bagel-34b-v0.2,0.5015625207782018,0.34261660667279953,0.0,0.39365395981087464,0.10626398210290827,0.08134375000000003
1340,abacusai/Smaug-72B-v0.1,moreh/MoMo-72B-lora-1.8.7-DPO,0.5167001334237601,0.4312510043134919,0.18126888217522658,0.40261155437352236,0.09843400447427292,0.14415364583333334
