,model,base_model,ifeval,bbh,math,mmlu-pro,gpqa,musr
531,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_1e-7-3ep_0alp_0lam,Qwen/Qwen2.5-0.5B,0.25781371206177384,0.06385350523771152,0.0,0.06480865839243498,0.017897091722595054,0.014322916666666661
532,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-1ep_0alp_0lam,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-1ep_0alp_0lam,0.23353369060758788,0.06402744874205392,0.0022658610271903325,0.06453161938534278,0.033557046979865834,0.009440104166666663
533,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-2ep_0alp_0lam,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-2ep_0alp_0lam,0.24719743613611883,0.06901808055033277,0.0007552870090634441,0.05972960992907801,0.03467561521252797,0.009440104166666663
534,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_2e-6-3ep_0alp_0lam,Qwen/Qwen2.5-0.5B,0.24742239480134934,0.07002679365505717,0.0015105740181268882,0.059914302600472806,0.030201342281879207,0.012695312499999995
535,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-1ep_0alp_0lam,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-1ep_0alp_0lam,0.24027801788144346,0.06620615393798311,0.0007552870090634441,0.0637005023640662,0.04250559284116329,0.009440104166666663
536,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-2ep_0alp_0lam,0.23680611887569428,0.06780448413764288,0.0007552870090634441,0.05732860520094563,0.03243847874720355,0.012695312499999995
537,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-6-3ep_0alp_0lam,Qwen/Qwen2.5-0.5B,0.23718068059415687,0.07007125824454592,0.0007552870090634441,0.061114804964538985,0.026845637583892648,0.01595052083333333
538,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_3e-7-3ep_0alp_0lam,Qwen/Qwen2.5-0.5B,0.2499202117049429,0.06671898931566539,0.0007552870090634441,0.0637928486997636,0.020134228187919476,0.012695312499999995
539,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-1ep_0alp_0lam,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-1ep_0alp_0lam,0.23810489501190177,0.06428288118900528,0.0030211480362537764,0.0636081560283688,0.03243847874720355,0.012695312499999995
540,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-2ep_0alp_0lam,JayHyeon/Qwen2.5-0.5B-SFT-2e-5-2ep-DPO_5e-6-2ep_0alp_0lam,0.2420765790325226,0.06992686975855793,0.0007552870090634441,0.05511229314420804,0.04026845637583895,0.012695312499999995
