,model,base_model,family,arc,hellaswag,mmlu,truthfulqa,winogrande,gsm8k,ifeval,bbh,math,mmlu-pro,gpqa,musr
1394,redpajama-incite-chat-3b-instruction-tuning-with-gpt-4,,redpajama-incite-chat-instruction-tuning-with-gpt-4,0.41638225255972694,0.6623182632941645,0.27256008282726624,0.36095177747394386,0.6440410418310971,0.006823351023502654,,,,,,
1395,redpajama-incite-chat-3b-sharegpt-11k,,redpajama-incite-chat-sharegpt-11k,0.4061433447098976,0.6483768173670583,0.26132131552680904,0.3540851243061237,0.6353591160220995,0.003032600454890068,,,,,,
1396,scarletpajama-3b,,scarletpajama,0.39761092150170646,0.6488747261501693,0.2727868435883347,0.37602572431166126,0.6448303078137332,0.002274450341167551,,,,,,
1397,neuralpipe-7b-slerp,,neuralpipe-slerp,0.6774744027303754,0.8616809400517824,0.6404849302037182,0.5985018412437423,0.8018942383583267,0.6853677028051554,,,,,,
1398,swedishbeagle-dare,,swedishbeagle-dare,0.6569965870307167,0.852320254929297,0.6539091079336184,0.5278636709801289,0.8105761641673243,0.6429112964366943,,,,,,
1399,test-dare,,test-dare,0.6459044368600683,0.8487353116908981,0.644322812282995,0.5268971269435854,0.8129439621152328,0.6110689916603488,,,,,,
1400,test-ties,,test-ties,0.5853242320819113,0.8165704043019317,0.6170126522109988,0.41138777477773153,0.7687450670876085,0.3639120545868082,,,,,,
1401,acegpt-7b,,acegpt,0.5358361774744027,0.7754431388169687,0.4300244851448898,0.3874927202329178,0.7277032359905288,0.11144806671721001,,,,,,
1402,phoenix-inst-chat-7b,,phoenix-inst-chat,0.447098976109215,0.6323441545508863,0.3906325479899697,0.4708026735927982,0.6282557221783741,0.01288855193328279,,,,,,
1403,ft-openhermes-25-mistral-7b-irca-dpo-pairs,ft-openhermes-25-mistral-7b-irca-dpo-pairs (merge),ft-openhermes-25-mistral-irca-dpo-pairs,,,,,,,0.5420041046645124,0.26596860970431896,0.0015105740181268884,0.21736480496453903,0.038031319910514526,0.1120520833333333
1404,mistral-instruct-7b-dpo,mistral-instruct-7b-dpo (merge),mistral-instruct-dpo,,,,,,,0.4968417133206558,0.24925827194936442,0.0377643504531722,0.22595301418439717,0.03691275167785232,0.0942864583333333
1405,mistral_7b_v0.1_structeddata_e2e,mistral_7b_v0.1_structeddata_e2e (merge),mistral_v0.1_structeddata_e2e,,,,,,,0.17268403391889076,0.18062423923935458,0.0022658610271903325,0.20120419621749408,0.039149888143176735,0.05636458333333334
1406,mistral_7b_v0.1_structeddata_viggo,mistral_7b_v0.1_structeddata_viggo (merge),mistral_v0.1_structeddata_viggo,,,,,,,0.17832905579418168,0.23960171694414897,0.023413897280966767,0.21579491725768318,0.044742729306487705,0.03926562500000001
1407,fusechat-7b-slerp,,fusechat-slerp,0.6262798634812287,0.841665006970723,0.6390317829543659,0.4561840879234255,0.7947908445146016,0.6254738438210766,,,,,,
1408,fusechat-7b-ta,,fusechat-ta,0.6254266211604096,0.842162915753834,0.6395880184453633,0.45736495798430604,0.7940015785319653,0.620166793025019,,,,,,
1409,fusechat-7b-varm,,fusechat-varm,0.628839590443686,0.8424616610237003,0.6370911774705411,0.4567147484672436,0.7916337805840569,0.6345716451857468,,,,,,
1410,fusechat-7b-v2.0,openchat_3.5,fusechat-v2.0,,,,,,,0.3423194900641409,0.29341638180782925,0.0634441087613293,0.24026669621749408,0.06935123042505593,0.20224999999999993
1411,fusechat-llama-3.1-8b-instruct,fusechat-llama-3.1-8b-instruct,fusechat-llama-3.1-instruct,,,,,,,0.7204816553411615,0.3084806521622957,0.0702416918429003,0.3037086288416076,0.0738255033557047,0.061500000000000055
1412,fusechat-qwen-2.5-7b-instruct,fusechat-qwen-2.5-7b-instruct,fusechat-qwen-2.5-instruct,,,,,,,0.5905641475728843,0.3625134763068275,0.0,0.34646498226950356,0.06152125279642054,0.06720572916666669
1413,openchat-3.5-7b-mixtral,,openchat-3.5-mixtral,0.6279863481228669,0.8423620792670783,0.6395315630468287,0.45677191455410665,0.7963693764798737,0.6209249431387415,,,,,,
1414,openchat-3.5-7b-solar,,openchat-3.5-solar,0.6296928327645052,0.8418641704839673,0.639419987203205,0.4564538987524744,0.7947908445146016,0.6254738438210766,,,,,,
1415,experiment-dpo-m7b2-1-merged,,experiment-dpo-m-1-merged,0.5947098976109215,0.8242381995618403,0.6221097498841436,0.40009914004958025,0.7829518547750592,0.3472327520849128,,,,,,
1416,experiment-dpo-m7b2-2-merged,,experiment-dpo-m-2-merged,0.5947098976109215,0.8247361083449511,0.6230812496113975,0.4011302866179054,0.7829518547750592,0.3510235026535254,,,,,,
1417,experiment-dpo-m7b2-3-merged,,experiment-dpo-m-3-merged,0.295221843003413,0.2590121489743079,0.23116857555371026,0.482667155153894,0.505130228887135,0.0,,,,,,
1418,experiment-orpo-m7b2-1-merged,,experiment-orpo-m-1-merged,0.5938566552901023,0.8248356901015734,0.6261209572491181,0.40379601624634764,0.7837411207576953,0.34495830174374525,,,,,,
1419,experiment-orpo-m7b2-2-merged,,experiment-orpo-m-2-merged,0.5964163822525598,0.8244373630750846,0.622510000578496,0.40088972315072396,0.7837411207576953,0.34420015163002277,,,,,,
1420,experiment-sft-m7b2-1-merged,,experiment-sft-m-1-merged,0.568259385665529,0.797450707030472,0.5676091390476121,0.46287509015755035,0.7663772691397,0.2532221379833207,,,,,,
1421,experiment-sft-m7b2-2-merged,,experiment-sft-m-2-merged,0.5930034129692833,0.8247361083449511,0.6241510451133161,0.40248445316840675,0.7853196527229678,0.3457164518574678,,,,,,
1422,experiment-sft-m7b2-3-merged,,experiment-sft-m-3-merged,0.5955631399317406,0.8239394542919737,0.6230259776474367,0.40037750545294976,0.7845303867403315,0.3457164518574678,,,,,,
1423,goat-70b-storytelling,,goat-storytelling,0.6877133105802048,0.877414857598088,0.6992358047305539,0.535286285114223,0.8350434096290449,0.40788476118271416,,,,,,
1424,goat-7b-community,,goat-community,0.4880546075085324,0.7462656841266679,0.4958332318872651,0.4248356931998751,0.7229676400947119,0.04473085670962851,,,,,,
1425,mn-loosecannon-12b-v1,mn-loosecannon-12b-v1 (merge),mn-loosecannon-v1,,,,,,,0.5417791459992819,0.29976062092951294,0.07099697885196375,0.24396054964539007,0.04697986577181204,0.1096380208333333
1426,magnusintellectus-12b-v1,magnusintellectus-12b-v1 (merge),magnusintellectus-v1,,,,,,,0.4421368635221213,0.33262254396143587,0.055891238670694864,0.26898640661938533,0.045861297539149914,0.15183593749999993
1427,minichat-1.5-3b,,minichat-1.5,0.46501706484641636,0.682832105158335,0.46670941297060237,0.5070607596833304,0.6503551696921863,0.24184988627748294,,,,,,
1428,minichat-2-3b,,minichat-2,0.44880546075085326,0.6768571997610038,0.47592977919067825,0.49642986843760467,0.664561957379637,0.32676269901440486,,,,,,
1429,minichat-3b,,minichat,0.4402730375426621,0.6718781119298944,0.3917205247578648,0.45665988661146706,0.6527229676400946,0.10538286580742988,,,,,,
1430,minima-2-3b,,minima-2,0.447098976109215,0.6932881896036647,0.4121766168228172,0.38439714718813867,0.6669297553275455,0.08112206216830932,,,,,,
1431,minima-3b,,minima,0.43430034129692835,0.6806413065126469,0.2868921733529629,0.3975501723358467,0.65982636148382,0.027293404094010616,,,,,,
1432,0.0005_llama_nodpo_3iters_bs128_531lr_oldtrl_iter_2,,0.0005_llama_nodpo_3iters_bs128_531lr_oldtrl_iter_2,0.6467576791808873,0.8120892252539335,0.682903370858282,0.5634728157812835,0.7434885556432518,0.645185746777862,,,,,,
1433,0.0_llama_nodpo_3iters_bs128_531lr_iter_1,,0.0_llama_nodpo_3iters_bs128_531lr_iter_1,0.6433447098976111,0.8125871340370445,0.6834228030248449,0.5524774329053034,0.7545382794001578,0.6815769522365429,,,,,,
1434,0.0_llama_nodpo_3iters_bs128_531lr_iter_2,,0.0_llama_nodpo_3iters_bs128_531lr_iter_2,0.64419795221843,0.813483369846644,0.6821497981282008,0.5639757110064924,0.7474348855564326,0.6664139499620925,,,,,,
1435,0.0_llama_nodpo_3iters_bs128_531lr_iter_3,,0.0_llama_nodpo_3iters_bs128_531lr_iter_3,0.6467576791808873,0.8137821151165106,0.6812273674876704,0.5654087164771807,0.7474348855564326,0.6648976497346475,,,,,,
1436,galactica-6.7b-evol-instruct-70k,,galactica-evol-instruct-70k,0.4257679180887372,0.4930292770364469,0.3295960492921475,0.4210361459599619,0.5627466456195738,0.0037907505686125853,,,,,,
1437,galpaca-30b,,galpaca,0.4957337883959044,0.5819557857000598,0.437806930480255,0.4115516606956974,0.6250986582478295,0.028051554207733132,,,,,,
1438,starcoder-gpteacher-code-instruct,,starcoder-gpteacher-code-instruct,0.3267918088737201,0.476000796654053,0.2862565924952321,0.40406376943849426,0.5556432517758485,0.0,,,,,,
1439,moe-strangemerges-2x7b,,moe-strangemerges-2x,0.7081911262798635,0.8783110934076878,0.6504019952987702,0.6586163976185392,0.8279400157853196,0.6770280515542078,,,,,,
1440,strangemerges_10-7b-slerp,,strangemerges_10-slerp,0.7235494880546075,0.8829914359689305,0.6487374239652443,0.6948877994288644,0.8350434096290449,0.7012888551933283,,,,,,
1441,strangemerges_11-7b-slerp,,strangemerges_11-slerp,0.7252559726962456,0.8819956184027086,0.65042043723385,0.6981288800240135,0.8232044198895028,0.7088703563305533,,,,,,
1442,strangemerges_12-7b-slerp,,strangemerges_12-slerp,0.6663822525597269,0.8589922326229835,0.6505701388819988,0.5255271961828023,0.8153117600631412,0.6262319939347991,,,,,,
1443,strangemerges_13-7b-slerp,,strangemerges_13-slerp,0.6382252559726962,0.8495319657438756,0.6490347867679417,0.48620814133438406,0.7987371744277821,0.5420773313115997,,,,,,
1444,strangemerges_15-7b-slerp,,strangemerges_15-slerp,0.6800341296928327,0.8681537542322246,0.6558188990681504,0.599949911304038,0.8255722178374111,0.7149355572403338,,,,,,
1445,strangemerges_16-7b-slerp,,strangemerges_16-slerp,0.6902730375426621,0.871539533957379,0.6564894609454853,0.629677373384675,0.8129439621152328,0.7073540561031083,,,,,,
1446,strangemerges_17-7b-dare_ties,,strangemerges_17-dare_ties,0.6672354948805461,0.859788886675961,0.650283520793066,0.5316522826230283,0.8200473559589583,0.6391205458680819,,,,,,
1447,strangemerges_18-7b-dare_ties,,strangemerges_18-dare_ties,0.6407849829351536,0.8436566421031667,0.6365402018494086,0.521661560648742,0.7726913970007893,0.6080363912054587,,,,,,
1448,strangemerges_2-7b-slerp,,strangemerges_2-slerp,0.6689419795221841,0.8552081258713403,0.6522025515268168,0.5453492264058105,0.823993685872139,0.6148597422289613,,,,,,
1449,strangemerges_20-7b-slerp,,strangemerges_20-slerp,0.7312286689419796,0.8844851623182631,0.650617065903252,0.7090103408223627,0.8342541436464088,0.7217589082638363,,,,,,
1450,strangemerges_21-7b-slerp,,strangemerges_21-slerp,0.7423208191126281,0.8894642501493726,0.6504904614217221,0.7380792199210964,0.846093133385951,0.711144806671721,,,,,,
1451,strangemerges_22-7b-slerp,,strangemerges_22-slerp,0.7372013651877133,0.8902609042023503,0.6479811899924802,0.7490450940434222,0.8476716653512234,0.6974981046247157,,,,,,
1452,strangemerges_23-7b-slerp,,strangemerges_23-slerp,0.735494880546075,0.8889663413662617,0.6487389125129931,0.7513000721365315,0.8429360694554064,0.7028051554207733,,,,,,
1453,strangemerges_24-7b-slerp,,strangemerges_24-slerp,0.7397610921501706,0.8908583947420833,0.6498792260317725,0.7551953460685028,0.8468823993685872,0.6899166034874905,,,,,,
1454,strangemerges_25-7b-dare_ties,,strangemerges_25-dare_ties,0.734641638225256,0.8888667596096396,0.6437061224517682,0.7654316033987666,0.8429360694554064,0.7043214556482184,,,,,,
1455,strangemerges_26-7b-dare_ties,,strangemerges_26-dare_ties,0.7295221843003413,0.8899621589324834,0.6435141454811221,0.7638902678567857,0.8445146014206787,0.6997725549658831,,,,,,
1456,strangemerges_27-7b-dare_ties,,strangemerges_27-dare_ties,0.7372013651877133,0.8899621589324834,0.6450364330552155,0.7636156680535282,0.846093133385951,0.6884003032600455,,,,,,
1457,strangemerges_28-7b-dare_ties,,strangemerges_28-dare_ties,0.7218430034129694,0.8907588129854611,0.6467877724418305,0.7754925522086183,0.8350434096290449,0.6815769522365429,,,,,,
1458,strangemerges_29-7b-dare_ties,,strangemerges_29-dare_ties,0.7303754266211604,0.8903604859589723,0.6429325122248543,0.7697652546223049,0.845303867403315,0.6868840030326004,,,,,,
1459,strangemerges_3-7b-slerp,,strangemerges_3-slerp,0.7081911262798635,0.877912766381199,0.6512497323859264,0.6885785972374052,0.8255722178374111,0.7225170583775588,,,,,,
1460,strangemerges_30-7b-slerp,,strangemerges_30-slerp,0.7414675767918087,0.8914558852818163,0.6465365212011388,0.761154607126794,0.8484609313338595,0.7020470053070508,,,,,,
1461,strangemerges_31-7b-slerp,,strangemerges_31-slerp,0.7363481228668942,0.8904600677155945,0.646622826188174,0.7755930858499444,0.8516179952644041,0.6997725549658831,,,,,,
1462,strangemerges_32-7b-slerp,,strangemerges_32-slerp,0.7295221843003413,0.8899621589324834,0.645239977842417,0.7793840613265378,0.8500394632991317,0.7065959059893859,,,,,,
1463,strangemerges_33-7b-slerp,,strangemerges_33-slerp,0.7073378839590444,0.872634933280223,0.6386832242831394,0.6808865049080421,0.8168902920284136,0.579226686884003,,,,,,
1464,strangemerges_34-7b-slerp,,strangemerges_34-slerp,0.7005119453924915,0.8746265684126668,0.6181532079036908,0.7324287616958128,0.8129439621152328,0.5708870356330553,,,,,,
1465,strangemerges_35-7b-slerp,,strangemerges_35-slerp,0.7167235494880546,0.8833897629954193,0.6465817018152822,0.757550753849713,0.8334648776637726,0.6474601971190296,,,,,,
1466,strangemerges_36-7b-slerp,,strangemerges_36-slerp,0.7261092150170648,0.8882692690699066,0.6476587604215372,0.7704842612550871,0.8429360694554064,0.6853677028051554,,,,,,
1467,strangemerges_37-7b-dare_ties,,strangemerges_37-dare_ties,0.7030716723549488,0.8681537542322246,0.5939713480717138,0.7523411101488666,0.8184688239936859,0.4905231235784686,,,,,,
1468,strangemerges_38-7b-dare_ties,,strangemerges_38-dare_ties,0.7167235494880546,0.8634734116709819,0.5829823144529025,0.7313759729660458,0.8200473559589583,0.45564821834723274,,,,,,
1469,strangemerges_4-7b-slerp,,strangemerges_4-slerp,0.6945392491467577,0.8701453893646683,0.6532664292824374,0.6240238096985373,0.8295185477505921,0.686125852918878,,,,,,
1470,strangemerges_40-7b-dare_ties,,strangemerges_40-dare_ties,0.7303754266211604,0.8861780521808404,0.6459077298745618,0.7720923476730807,0.839779005524862,0.6800606520090979,,,,,,
1471,strangemerges_41-7b-dare_ties,,strangemerges_41-dare_ties,0.6561433447098977,0.8570005974905396,0.6457367983369001,0.5801593588256283,0.8105761641673243,0.604245640636846,,,,,,
1472,strangemerges_42-7b-dare_ties,,strangemerges_42-dare_ties,0.7337883959044369,0.8895638319059949,0.6461986216079074,0.754402693409054,0.8500394632991317,0.7005307050796058,,,,,,
1473,strangemerges_43-7b-dare_ties,,strangemerges_43-dare_ties,0.735494880546075,0.8904600677155945,0.6479745741113543,0.7571680005466516,0.8476716653512234,0.7012888551933283,,,,,,
1474,strangemerges_44-7b-dare_ties,,strangemerges_44-dare_ties,0.7175767918088737,0.8784106751643099,0.656109934094564,0.7185493466928377,0.8374112075769534,0.7225170583775588,,,,,,
1475,strangemerges_45-7b-dare_ties,,strangemerges_45-dare_ties,0.6979522184300341,0.8760207130053774,0.6506068887305285,0.677933637972909,0.8232044198895028,0.7278241091736164,,,,,,
1476,strangemerges_46-7b-dare_ties,,strangemerges_46-dare_ties,0.6723549488054608,0.8639713204540928,0.6216906044004072,0.6516832861214901,0.7947908445146016,0.5928733889310084,,,,,,
1477,strangemerges_47-7b-dare_ties,,strangemerges_47-dare_ties,0.6945392491467577,0.8668591913961362,0.6327172597076794,0.6785725906165028,0.8224151539068666,0.6194086429112965,,,,,,
1478,strangemerges_48-7b-dare_ties,,strangemerges_48-dare_ties,0.6092150170648464,0.8013343955387373,0.49511789109615123,0.6554830835773625,0.7584846093133386,0.15390447308567096,,,,,,
1479,strangemerges_49-7b-dare_ties,,strangemerges_49-dare_ties,0.7235494880546075,0.8829914359689305,0.6430698318275746,0.7469654463042762,0.8374112075769534,0.6959818043972706,,,,,,
1480,strangemerges_5-7b-ties,,strangemerges_5-ties,0.7167235494880546,0.8788090021907986,0.6491296913230226,0.6637291950615068,0.8366219415943172,0.6884003032600455,,,,,,
1481,strangemerges_50-7b-slerp,,strangemerges_50-slerp,0.7303754266211604,0.8872734515036845,0.646683546650356,0.7651437544834134,0.8468823993685872,0.7020470053070508,,,,,,
1482,strangemerges_51-7b-dare_ties,,strangemerges_51-dare_ties,0.6697952218430036,0.8589922326229835,0.6453913265442204,0.607223977200493,0.8208366219415943,0.7012888551933283,,,,,,
1483,strangemerges_52-7b-dare_ties,,strangemerges_52-dare_ties,0.6902730375426621,0.871539533957379,0.6493518349148233,0.6575532617687333,0.819258089976322,0.7225170583775588,,,,,,
1484,strangemerges_53-7b-model_stock,,strangemerges_53-model_stock,0.7278156996587031,0.8845847440748855,0.64971135510007,0.7386394132081768,0.8366219415943172,0.7270659590598939,,,,,,
1485,strangemerges_6-7b-dare_ties,,strangemerges_6-dare_ties,0.7303754266211604,0.8881696873132842,0.6452454737139306,0.7200293229051569,0.8571428571428571,0.6664139499620925,,,,,,
1486,strangemerges_7-7b-slerp,,strangemerges_7-slerp,0.6988054607508531,0.8766182035451106,0.6484795159310464,0.6045117828150705,0.8318863456985004,0.6724791508718727,,,,,,
1487,strangemerges_8-7b-slerp,,strangemerges_8-slerp,0.7107508532423208,0.8775144393547102,0.6526311292901374,0.6452464384173413,0.8445146014206787,0.6724791508718727,,,,,,
1488,strangemerges_9-7b-dare_ties,,strangemerges_9-dare_ties,0.7030716723549488,0.8746265684126668,0.6508182179013265,0.6508442171488595,0.813733228097869,0.7058377558756633,,,,,,
1489,gemma2-9b-cpt-sahabatai-v1-instruct,gemma2-9b-cpt-sahabatai-v1-instruct (merge),gemma2-cpt-sahabatai-v1-instruct,,,,,,,0.6550607942481504,0.4186650373118869,0.19788519637462232,0.36262559101654834,0.11297539149888143,0.19333072916666663
1490,llama3-8b-cpt-sahabatai-v1-instruct,llama3-8b-cpt-sahabatai-v1-instruct (merge),llama3-cpt-sahabatai-v1-instruct,,,,,,,0.523844510343666,0.2853952939391592,0.11858006042296072,0.27258791371158386,0.02237136465324381,0.15172135416666663
1491,josiefied-qwen2.5-0.5b-instruct-abliterated-v1,qwen2.5-0.5b,josiefied-qwen2.5-instruct-abliterated-v1,,,,,,,0.3416944817528602,0.07221169084071985,0.002265861027190332,0.07090351654846336,0.010067114093959738,0.007812499999999996
1492,josiefied-qwen2.5-1.5b-instruct-abliterated-v1,qwen2.5-1.5b,josiefied-qwen2.5-instruct-abliterated-v1,,,,,,,0.4768580699211426,0.18306013289403678,0.01963746223564955,0.19806442080378248,0.0,0.040028645833333334
1493,josiefied-qwen2.5-1.5b-instruct-abliterated-v2,qwen2.5-1.5b,josiefied-qwen2.5-instruct-abliterated-v2,,,,,,,0.42155369973891493,0.16499503211302824,0.01283987915407855,0.17350029550827425,0.0,0.04706770833333335
1494,josiefied-qwen2.5-1.5b-instruct-abliterated-v3,qwen2.5-1.5b,josiefied-qwen2.5-instruct-abliterated-v3,,,,,,,0.4252505574098946,0.16439711885397812,0.0075528700906344415,0.17285387115839237,0.0,0.042401041666666674
1495,josiefied-qwen2.5-14b-instruct-abliterated-v4,qwen2.5-14b,josiefied-qwen2.5-instruct-abliterated-v4,,,,,,,0.8291666112581285,0.48052269929692865,0.0,0.4464760638297872,0.12304250559284118,0.1315
1496,josiefied-qwen2.5-7b-instruct-abliterated-v2,qwen2.5-7b,josiefied-qwen2.5-instruct-abliterated-v2,,,,,,,0.7813811797142693,0.3333398601463088,0.0,0.34664967494089827,0.06487695749440718,0.13957812500000003
1497,j.o.s.i.e.v4o-1.5b-dpo-stage1-v1,qwen2.5-1.5b,j.o.s.i.e.v4o-dpo-stage1-v1,,,,,,,0.41883092417009093,0.17748016873381814,0.02945619335347432,0.172761524822695,0.0011185682326622093,0.014401041666666685
1498,josie-3b-v6.0,removed,josie-v6.0,,,,,,,0.600955464833309,0.2287108835512943,0.0,0.2466385933806146,0.05369127516778524,0.06098958333333333
1499,josie-7b-v6.0,qwen2.5-7b,josie-v6.0,,,,,,,0.7411645544931892,0.3044475330982171,0.0,0.3118351063829787,0.043624161073825496,0.105578125
1500,josie-7b-v6.0-step2000,qwen2.5-7b,josie-v6.0-step2000,,,,,,,0.7597740661444966,0.30395812905314895,0.0,0.33464465130023646,0.03579418344519018,0.17208854166666665
1501,greennode-small-9b-it,removed,greennode-small-it,,,,,,,0.7436125037123722,0.4189992563519345,0.0,0.32522532505910173,0.09284116331096197,0.11652083333333337
1502,greennodelm-7b-v1olet,,greennodelm-v1olet,0.7261092150170648,0.8770165305715991,0.6351272299345004,0.6907171691355769,0.8232044198895028,0.6686884003032599,,,,,,
1503,greennodelm-7b-v2leo,,greennodelm-v2leo,0.6979522184300341,0.8802031467835093,0.6500191071821859,0.6783429669391698,0.8200473559589583,0.6709628506444276,,,,,,
1504,greennodelm-7b-v4leo,,greennodelm-v4leo,0.7124573378839592,0.8823939454291974,0.6500627034374722,0.6965131744948723,0.8232044198895028,0.686125852918878,,,,,,
1505,greennodelm-v3olet-7b,,greennodelm-v3olet,0.7226962457337884,0.8824935271858194,0.6526767905611188,0.6951784658979822,0.824782951854775,0.7073540561031083,,,,,,
1506,merged-dpo-7b,,merged-dpo,0.6894197952218432,0.8775144393547102,0.5534567516719004,0.7276047803006407,0.7837411207576953,0.4518574677786201,,,,,,
1507,gritlm-7b,,gritlm,0.5810580204778157,0.8091017725552677,0.6001855999574088,0.45809060609261365,0.7782162588792423,0.44579226686884005,,,,,,
1508,gritlm-7b-kto,gritlm-7b-kto,gritlm-kto,,,,,,,0.5310132670203948,0.2790431762303384,0.023413897280966767,0.18670582151300238,0.06375838926174497,0.06644270833333335
1509,gritlm-8x7b,,gritlm-8x,0.6774744027303754,0.865166301533559,0.7142354052014801,0.4947094775859723,0.8279400157853196,0.6163760424564063,,,,,,
1510,gritlm-8x7b-kto,gritlm-8x7b-kto,gritlm-8x-kto,,,,,,,0.5714049832222946,0.40826161559460095,0.09818731117824774,0.29419695626477543,0.06152125279642054,0.11673697916666669
1511,llama-3-groq-8b-tool-use,meta-llama-3-8b,llama-3-groq-tool-use,,,,,,,0.6098230472922955,0.2725423438657323,0.0581570996978852,0.26658540189125296,0.02348993288590602,0.05387239583333336
1512,mythoboros-13b,,mythoboros,0.5819112627986348,0.8174666401115316,0.5013473734867591,0.4893444522172139,0.7576953433307024,0.08642911296436695,,,,,,
1513,mythologic-13b,,mythologic,0.5844709897610921,0.81557458673571,0.4936385172729768,0.494691561798316,0.7561168113654301,0.08642911296436695,,,,,,
1514,mythologic-l2-13b,,mythologic-l2,0.6100682593856656,0.8392750448117906,0.5570445430207451,0.4864279905147294,0.7608524072612471,0.11751326762699014,,,,,,
1515,mythomax-l2-13b,,mythomax-l2,0.6092150170648464,0.8355905198167696,0.5533243346586623,0.5197363921890529,0.7521704814522494,0.09021986353297953,,,,,,
1516,mythomist-7b,,mythomist,0.658703071672355,0.8354909380601474,0.623175036519956,0.5997836138576584,0.7805840568271507,0.20242608036391205,,,,,,
1517,mythomix-l2-13b,,mythomix-l2,0.6109215017064846,0.8385779725154352,0.5541784793419223,0.520805308933955,0.7545382794001578,0.09931766489764973,,,,,,
1518,pantheon-rp-1.0-8b-llama-3,meta-llama-3-8b,pantheon-rp-1.0-llama-3,0.5989761092150171,0.8388767177853018,0.6643599356524145,0.5382707080772854,0.770323599052881,0.5072024260803639,0.39325212657969744,0.23631914688111305,0.057401812688821746,0.22964686761229317,0.03467561521252797,0.055049479166666665
1519,pantheon-rp-1.5-12b-nemo,mistral-nemo-base-2407,pantheon-rp-1.5-nemo,,,,,,,0.4763084172218603,0.31750144021634,0.04833836858006043,0.2557808806146572,0.030201342281879207,0.15053906250000004
1520,pantheon-rp-1.6-12b-nemo,mistral-nemo-base-2407,pantheon-rp-1.6-nemo,,,,,,,0.44805671174705336,0.3168734382617837,0.033987915407854986,0.2567966903073286,0.03691275167785232,0.12928385416666668
1521,pantheon-rp-1.6-12b-nemo-kto,mistral-nemo-base-2407,pantheon-rp-1.6-nemo-kto,,,,,,,0.46361875379548495,0.33032200369425646,0.04380664652567976,0.2646461288416076,0.06040268456375841,0.12165625000000001
1522,pantheon-rp-pure-1.6.2-22b-small,mistral-small-instruct-2409,pantheon-rp-pure-1.6.2-small,,,,,,,0.6931042965996889,0.31683163209870646,0.18353474320241692,0.32688755910165485,0.1051454138702461,0.04393229166666666
1523,tiamat-8b-1.2-llama-3-dpo,,tiamat-1.2-llama-3-dpo,0.6228668941979523,0.8344951204939255,0.6518763638305299,0.5607681311346248,0.7679558011049724,0.6884003032600455,,,,,,
1524,gemma-ko-merge,gemma-ko-merge (merge),gemma-ko-merge,,,,,,,0.6415721397004392,0.3878719707326869,0.0015105740181268882,0.3198692375886525,0.11409395973154364,0.09120572916666667
1525,gemma-ko-merge-peft,gemma-ko-merge-peft,gemma-ko-merge-peft,,,,,,,0.4441348954108432,0.2601506929588875,0.0,0.2330636820330969,0.07606263982102905,0.07056249999999999
1526,buzz-8b-large-v0.5,,buzz-large-v0.5,0.6083617747440273,0.8189603664608643,0.6399880223923535,0.5053778903926731,0.771112865035517,0.576194086429113,,,,,,
1527,chinese-mixtral-8x7b,,chinese-mixtral-8x,0.6356655290102389,0.859788886675961,0.7094920395105876,0.45859152966658717,0.8208366219415943,0.5170583775587566,,,,,,
1528,huozi3,,huozi3,0.6501706484641638,0.8599880501892053,0.7060966178557865,0.4945311053451425,0.8216258879242304,0.5458680818802123,,,,,,
1529,llama3-aloe-8b-alpha,llama3-aloe-8b-alpha,llama3-aloe-alpha,,,,,,,0.5081073773144147,0.27145977577581776,0.05362537764350453,0.255042109929078,0.059284116331096204,0.05875520833333336
1530,llama3.1-aloe-beta-8b,llama3.1-aloe-beta-8b,llama3.1-aloe-beta,,,,,,,0.7253276860951164,0.30369624781344756,0.01661631419939577,0.28671690307328607,0.02460850111856823,0.06832291666666665
1531,qwen2.5-aloe-beta-7b,qwen2.5-aloe-beta-7b,qwen2.5-aloe-beta,,,,,,,0.4553506917201913,0.3033160459968833,0.08459214501510574,0.372691341607565,0.05480984340044745,0.12920572916666664
1532,llama2-7b-sharegpt4,,llama2-sharegpt4,0.5571672354948806,0.8094005178251344,0.474681412535476,0.4833790098921864,0.7119179163378058,0.026535253980288095,,,,,,
1533,pythia-1.4b-deduped-sharegpt,,pythia-deduped-sharegpt,0.34300341296928333,0.5449113722366062,0.23996055427043217,0.4180996357014574,0.5524861878453039,0.008339651250947688,,,,,,
1534,pythia-70m-deduped-cleansharegpt,,pythia-deduped-cleansharegpt,0.2568259385665529,0.25403306114319857,0.23116857555371026,0.5115134313181325,0.5201262825572218,0.0,,,,,,
1535,pythia-70m-deduped-cleansharegpt-en,,pythia-deduped-cleansharegpt-en,0.21160409556313994,0.27155945030870343,0.2524486843269304,0.48569344141607573,0.5011838989739542,0.0,,,,,,
1536,llama3-5.4b-instruct,,llama3-instruct,0.3993174061433447,0.5127464648476399,0.311586082906534,0.5185069123542126,0.6779794790844513,0.0,,,,,,
1537,lhk,,lhk,0.6638225255972696,0.844851623182633,0.6513410377717558,0.591200906179408,0.8097868981846882,0.5633055344958302,,,,,,
1538,lhk_44,,lhk_44,0.6655290102389079,0.848635729934276,0.6536867546451761,0.595834250114839,0.8089976322020521,0.5640636846095527,,,,,,
