,model,arc,hellaswag,mmlu,truthfulqa,winogrande,gsm8k
1522,Kukedlc/Smart-LLaMa-3-8b-Python-v4,0.60580204778157,0.8193586934873531,0.6641922517950891,0.5240635727234292,0.7734806629834254,0.6520090978013645
1523,Kukedlc/Smart-LLama-3-8b-Python-v5,0.606655290102389,0.8205536745668194,0.6531854605758913,0.5206830767709231,0.7624309392265194,0.6383623957543594
1524,Kukedlc/SmartLlama-3-8B-MS-v0.1,0.6262798634812287,0.8234415455088627,0.6769805814200722,0.5556374596976433,0.7750591949486977,0.7119029567854435
1525,Kukedlc/SuperMente-7B-v4,0.7047781569965871,0.8763194582752439,0.6334920220476294,0.7145914661594539,0.8208366219415943,0.6921910538286581
1526,Kukedlc/neuronal-7b-Mlab,0.6996587030716723,0.8678550089623581,0.6451490302869661,0.6336409528168173,0.8105761641673243,0.6868840030326004
1527,Kunhao/pile-7b-250b-tokens,0.29266211604095566,0.46285600477992433,0.25249864014007295,0.4049183692076687,0.5280189423835833,0.00530705079605762
1528,L-R/LLmRA-3B-v0.1,0.39419795221843,0.5978888667596096,0.25159528290893923,0.5061902673630095,0.5943172849250198,0.01061410159211524
1529,L-R/LLmRa-1.3B,0.3267918088737201,0.5877315275841466,0.232336789052117,0.36213671317194324,0.590370955011839,0.000758150113722517
1530,L-R/LLmRa-1.3B_V2,0.3046075085324232,0.5302728540131448,0.2606166504869494,0.3646013754071996,0.5927387529597474,0.0
1531,L-R/LLmRa-2.7B,0.3703071672354949,0.6064528978291177,0.2558131244800639,0.3522535522108365,0.6156274664561957,0.003032600454890068
1532,LDCC/LDCC-SOLAR-10.7B,0.6732081911262798,0.8810993825931089,0.6683348777001981,0.6885285865912685,0.8366219415943172,0.5360121304018196
1533,LHC88/DPOpenHermes-7B-v2-PerfLaser,0.6638225255972696,0.8458474407488548,0.6277235098309096,0.5906705349831306,0.7861089187056038,0.6004548900682335
1534,LHC88/LaseredHermes-7B-v1,0.6689419795221841,0.8521210914160526,0.6357898379082361,0.5908530581402495,0.7845303867403315,0.6133434420015162
1535,LLM360/Amber,0.40955631399317405,0.7379008165704043,0.26835684157117967,0.33556373855260885,0.6787687450670876,0.028051554207733132
1536,LLM360/AmberChat,0.42918088737201365,0.7400916152160925,0.3875261234874587,0.41182368750935106,0.6661404893449092,0.055344958301743755
1537,LLM360/K2,0.6416382252559727,0.8569010157339175,0.6791233193010133,0.40763097896635125,0.8011049723756904,0.4874905231235785
1538,LLMNewbie/vic_critT_20pr,0.5162116040955631,0.7638916550487952,0.4765556986145997,0.5193316392331163,0.7426992896606156,0.08642911296436695
1539,LLMs/AlpacaGPT4-7B-elina,0.5503412969283277,0.7878908583947422,0.37499940470203447,0.41525408562158717,0.7269139700078927,0.045489006823351025
1540,LLMs/Stable-Vicuna-13B,0.5341296928327645,0.785700059749054,0.5036523508890685,0.48356700468444463,0.5698500394632992,0.0
1541,LLMs/WizardLM-13B-V1.0,0.5725255972696246,0.8088030272854013,0.5291986273598706,0.5055142138746977,0.7411207576953432,0.14101592115238817
1542,LLMs/WizardLM-30B-V1.0,0.6254266211604096,0.8327026488747261,0.5905118082176689,0.5248739406679576,0.7750591949486977,0.21834723275208492
1543,LTC-AI-Labs/Guanaco-Vicuna-7B-L2,0.5324232081911263,0.788886675960964,0.4676824405070925,0.42748996824542757,0.7537490134175217,0.07960576194086429
1544,LTC-AI-Labs/L2-7b-Base-WVG-Uncensored,0.5324232081911263,0.7912766381198965,0.46645812751030596,0.42592502213417693,0.7513812154696133,0.07050796057619409
1545,LTC-AI-Labs/L2-7b-Base-test-WVG,0.5426621160409556,0.7781318462457678,0.5106737109487772,0.46277766867323933,0.7355958958168904,0.06974981046247157
1546,LTC-AI-Labs/L2-7b-Beluga-WVG-Test,0.537542662116041,0.7838080063732324,0.5156882212185486,0.4575864096000163,0.7490134175217048,0.07884761182714177
1547,LTC-AI-Labs/L2-7b-Hermes-Synthia,0.5102389078498294,0.7911770563632743,0.47876459146604167,0.46774826109346956,0.745067087608524,0.13949962092494314
1548,LTC-AI-Labs/L2-7b-Hermes-WVG-Test,0.5494880546075085,0.7848038239394541,0.48362409617136426,0.4571869582312835,0.7474348855564326,0.058377558756633814
1549,LTC-AI-Labs/L2-7b-Synthia-WVG-Test,0.5597269624573379,0.7789285002987453,0.49476922471323204,0.44105765043932066,0.7411207576953432,0.05913570887035633
1550,Lajonbot/Llama-2-13b-hf-instruct-pl-lora_unload,0.5947098976109215,0.8216490738896635,0.5483070771485529,0.4144931510578176,0.7624309392265194,0.11902956785443518
1551,Lajonbot/Llama-2-7b-chat-hf-instruct-pl-lora_unload,0.5298634812286689,0.7749452300338578,0.4712435169053579,0.42609604971266907,0.7205998421468035,0.06899166034874905
1552,Lajonbot/WizardLM-13B-V1.2-PL-lora_unload,0.5853242320819113,0.8109938259310894,0.5514585247796483,0.46182904053409113,0.7103393843725335,0.11144806671721001
1553,Lajonbot/tableBeluga-7B-instruct-pl-lora_unload,0.5622866894197952,0.7911770563632743,0.5269866297392952,0.5019072263271259,0.7521704814522494,0.07808946171341925
1554,Lajonbot/vicuna-13b-v1.3-PL-lora_unload,0.5486348122866894,0.8041226847241585,0.5219507264948581,0.4962229890110448,0.7608524072612471,0.09021986353297953
1555,Lajonbot/vicuna-7b-v1.5-PL-lora_unload,0.5349829351535836,0.7673770165305716,0.49694570283826933,0.49675878238889504,0.7198105761641673,0.07202426080363912
1556,Lambent/danube2-upscale-1.7,0.4334470989761093,0.6896036646086438,0.40383088836560516,0.4219675395050599,0.6424625098658248,0.11296436694465503
1557,Lambent/threebird-7B,0.7244027303754266,0.8782115116510654,0.6502431474589031,0.6760885485923144,0.8492501973164956,0.7172100075815011
1558,Langboat/Mengzi3-13B-Base,0.4974402730375427,0.7035451105357499,0.688627728032595,0.4106973933070034,0.6985003946329913,0.5170583775587566
1559,Lazycuber/L2-7b-Base-Guanaco-Uncensored,0.5221843003412969,0.7907787293367855,0.4663267494069396,0.42967422660946836,0.745067087608524,0.07278241091736164
1560,Lazycuber/L2-7b-Guanaco-Uncensored,0.5059726962457338,0.7698665604461261,0.4892874997162966,0.43423608772141165,0.7537490134175217,0.07960576194086429
1561,Lazycuber/L2-7b-Orca-WVG-Test,0.5486348122866894,0.782513443537144,0.5112658075599995,0.436784676933468,0.7434885556432518,0.08036391205458679
1562,Lazycuber/pyg-instruct-wizardlm,0.40955631399317405,0.6670981876120294,0.26332256780365687,0.3193114626837606,0.6369376479873717,0.01592115238817286
1563,LeoLM/leo-hessianai-13b,0.5725255972696246,0.8193586934873531,0.5364699206347816,0.38031510796944995,0.7608524072612471,0.08946171341925702
1564,LeoLM/leo-hessianai-7b,0.5196245733788396,0.7584146584345749,0.4285387776654877,0.3793584526849439,0.7213891081294396,0.056103108415466264
1565,LeoLM/leo-hessianai-7b-chat,0.5255972696245734,0.7761402111133239,0.45577269400913134,0.44890171447013644,0.6992896606156275,0.05155420773313116
1566,LeoLM/leo-hessianai-7b-chat-bilingual,0.5102389078498294,0.7603067118103963,0.4468402993806056,0.47163146796973165,0.7071823204419888,0.027293404094010616
1567,LeroyDyer/Mistral_AI_v2,0.6544368600682594,0.8561043616809401,0.6343893434400389,0.6263133416329383,0.8034727703235991,0.5314632297194845
1568,LeroyDyer/Mixtral_AI_128k,0.6322525597269625,0.8462457677753435,0.6423943595422311,0.5242691173246328,0.7955801104972376,0.45564821834723274
1569,LeroyDyer/Mixtral_AI_128k_b,0.6407849829351536,0.8468432583150767,0.6375756327825691,0.5708502006690636,0.7916337805840569,0.4564063684609552
1570,LeroyDyer/Mixtral_AI_128k_bioMedical,0.6450511945392492,0.8499302927703645,0.6366055200970542,0.5868700278078715,0.7955801104972376,0.4806671721000758
1571,LeroyDyer/Mixtral_AI_CyberBrain_3_0,0.6151877133105802,0.8424616610237003,0.638816865981083,0.4772668959567605,0.7947908445146016,0.44200151630022744
1572,LeroyDyer/Mixtral_AI_CyberBrain_Coder,0.5691126279863481,0.8046205935072694,0.5500518756712314,0.5060531429687345,0.7379636937647988,0.23047763457164516
1573,LeroyDyer/Mixtral_AI_CyberCoder,0.560580204778157,0.7484564827723561,0.4951168386761289,0.40415611292084586,0.7142857142857143,0.15314632297194844
1574,LeroyDyer/Mixtral_AI_CyberTron,0.6203071672354948,0.8222465644293966,0.6210126624993004,0.6122385287224691,0.770323599052881,0.47536012130401817
1575,LeroyDyer/Mixtral_AI_CyberTron_Coder,0.6424914675767917,0.8426608245369448,0.627642804595103,0.5970736025002641,0.7861089187056038,0.510235026535254
1576,LeroyDyer/Mixtral_AI_CyberTron_DeepMind_III_UFT,0.6186006825938567,0.8315076677952598,0.619462311911866,0.49405339472991755,0.7797947908445146,0.5185746777862017
1577,LeroyDyer/Mixtral_AI_CyberTron_Ultra,0.6220136518771331,0.8207528380800637,0.6114583774505458,0.5308617607256769,0.7900552486187845,0.4260803639120546
1578,LeroyDyer/Mixtral_AI_CyberUltron_DPO,0.5622866894197952,0.8063134833698468,0.6005049356952583,0.4722882277571005,0.7790055248618785,0.47763457164518575
1579,LeroyDyer/Mixtral_AI_Cyber_2.0,0.6075085324232082,0.8250348536148178,0.6002756538696516,0.5757713976052284,0.7774269928966061,0.4200151630022744
1580,LeroyDyer/Mixtral_AI_Cyber_3.0,0.6245733788395904,0.8401712806213901,0.6191352791310532,0.5821381038382072,0.8018942383583267,0.45943896891584535
1581,LeroyDyer/Mixtral_AI_Cyber_3.1_SFT,0.6186006825938567,0.8131846245767775,0.645102732038368,0.5274741718707786,0.8018942383583267,0.6141015921152388
1582,LeroyDyer/Mixtral_AI_Cyber_3.m1,0.7406143344709898,0.8895638319059949,0.6445051178925997,0.77668890936802,0.8500394632991317,0.6937073540561031
1583,LeroyDyer/Mixtral_AI_Cyber_3.m2,0.674061433447099,0.8687512447719576,0.639012580755716,0.6462359556185032,0.8034727703235991,0.5617892342683851
1584,LeroyDyer/Mixtral_AI_Cyber_4.0,0.6493174061433448,0.8403704441346346,0.6281733592988962,0.6040127241587492,0.8026835043409629,0.510235026535254
1585,LeroyDyer/Mixtral_AI_Cyber_5.0,0.6484641638225256,0.8445528779127663,0.6299658216684049,0.5786475510628558,0.8066298342541437,0.5625473843821076
1586,LeroyDyer/Mixtral_AI_Cyber_Child,0.6322525597269625,0.8338976299541924,0.6006748821235244,0.5573768391191375,0.7916337805840569,0.48597422289613346
1587,LeroyDyer/Mixtral_AI_Cyber_Matrix_2_0,0.621160409556314,0.8347938657637921,0.6252802696224188,0.5272646667267026,0.7813733228097868,0.46171341925701287
1588,LeroyDyer/Mixtral_AI_Cyber_MegaMind_3_0,0.6390784982935154,0.8546106353316073,0.626022140037874,0.5900607414220277,0.8074191002367798,0.535253980288097
1589,LeroyDyer/Mixtral_AI_LCARS_,0.6143344709897611,0.8132842063333997,0.5713349205820166,0.5562627471959267,0.7663772691397,0.5087187263078089
1590,LeroyDyer/Mixtral_AI_MasterTron,0.5699658703071673,0.7761402111133239,0.49418111889556005,0.4665904825445064,0.7221783741120756,0.288855193328279
1591,LeroyDyer/Mixtral_AI_SwahiliTron_7b,0.5708191126279863,0.8158733320055765,0.584910602062954,0.6066422406059993,0.755327545382794,0.33510235026535257
1592,LeroyDyer/Mixtral_AI_base_128k,0.6510238907849829,0.8404700258912566,0.6335803582474757,0.5810940106773435,0.7924230465666929,0.46626231993934797
1593,LeroyDyer/Mixtral_BioMedical,0.6544368600682594,0.8520215096594304,0.631672829778363,0.6223793045840885,0.7971586424625099,0.5109931766489765
1594,LeroyDyer/Mixtral_Chat_X,0.6552901023890785,0.8493328022306313,0.6149547819173244,0.5614967005614305,0.770323599052881,0.4450341167551175
1595,LeroyDyer/Mixtral_Chat_X_128k,0.652730375426621,0.8527185819557856,0.6397733063692256,0.5723010534760252,0.8058405682715075,0.5291887793783169
1596,LeroyDyer/Mixtral_Instruct,0.6450511945392492,0.8477394941246763,0.6341110878106571,0.6189707629601314,0.7947908445146016,0.4836997725549659
1597,LeroyDyer/Mixtral_ThoughtsProcess_1,0.652730375426621,0.8569010157339175,0.6190241964057625,0.6734400618205734,0.77663772691397,0.46626231993934797
1598,LeroyDyer/Mixtral_Uncensored,0.6382252559726962,0.8406691894045011,0.6196044470459032,0.6586281643934825,0.7868981846882399,0.4184988627748294
1599,LeroyDyer/SpydazWeb_AI_BASE_128k,0.6518771331058021,0.8462457677753435,0.6380578163045082,0.5782296636685702,0.7924230465666929,0.5003790750568613
1600,LewisDeBenoisIV/BillyTheKid1803,0.7184300341296929,0.8809002190798645,0.6506690143308524,0.7215911155171624,0.8232044198895028,0.7028051554207733
1601,LewisDeBenoisIV/Jason1903_SLERP,0.7312286689419796,0.891256721768572,0.6443489357386077,0.7812935538151364,0.850828729281768,0.7073540561031083
1602,Lexic0n/Mistral_7B-Open_Hermes-NSFWV1,0.6339590443686007,0.8533160724955188,0.626790123575238,0.44146092524215663,0.7782162588792423,0.55420773313116
1603,Liangmingxin/ThetaWave-7B-sft,0.6313993174061433,0.8441545508862777,0.6377641094667003,0.5974097857517422,0.7963693764798737,0.5678544351781653
1604,LinkSoul/Chinese-Llama-2-7b,0.5298634812286689,0.7564230233021312,0.5074185658286857,0.48936035167457725,0.7277032359905288,0.14480667172100076
1605,Linly-AI/Chinese-LLaMA-2-7B-hf,0.4803754266211604,0.7325234017128062,0.35039426881756197,0.39920341539069243,0.701657458563536,0.0621683093252464
1606,LoSboccacc/orthogonal-2x7B-base,0.6689419795221841,0.8554072893845848,0.6248905918337803,0.6600496157622183,0.770323599052881,0.5079605761940864
1607,LoSboccacc/orthogonal-2x7B-v2-base,0.6689419795221841,0.8569010157339175,0.6265135561665464,0.6680405227339233,0.7734806629834254,0.5140257771038665
1608,Locutusque/ChatHercules-2.5-Mistral-7B-DPO,0.6604095563139932,0.8540131447918742,0.6516798120664806,0.522996054505985,0.819258089976322,0.6755117513267627
1609,Locutusque/Hercules-1.0-Mistral-7B,0.5708191126279863,0.811292571200956,0.5898229404830893,0.4946792304947998,0.7719021310181531,0.2987111448066717
1610,Locutusque/Hercules-2.0-Mistral-7B,0.6109215017064846,0.836885082652858,0.6347065928688634,0.4396723008156011,0.7947908445146016,0.444275966641395
1611,Locutusque/Hercules-2.5-Mistral-7B,0.6203071672354948,0.8378809002190799,0.6349200326685411,0.4344069647622911,0.7971586424625099,0.4905231235784686
1612,Locutusque/Hercules-3.0-Mistral-7B,0.6126279863481229,0.8342959569806812,0.6367514740216103,0.4342285300285922,0.7947908445146016,0.4291129643669447
1613,Locutusque/Hercules-3.1-Mistral-7B,0.6117747440273038,0.8354909380601474,0.6365331140343985,0.4282703208278102,0.7900552486187845,0.4230477634571645
1614,Locutusque/Hercules-4.0-Mistral-v0.2-7B,0.5895904436860068,0.8260306711810397,0.6266385068508034,0.40987376850150087,0.7853196527229678,0.4541319181197877
1615,Locutusque/Hercules-4.0-Yi-34B,0.6450511945392492,0.8522206731726747,0.7519976176376695,0.5304608358626555,0.8413575374901342,0.6300227445034117
1616,Locutusque/Hyperion-1.5-Mistral-7B,0.6049488054607508,0.836387173869747,0.6357038838990388,0.4177755099939499,0.7861089187056038,0.4048521607278241
1617,Locutusque/Hyperion-2.0-Mistral-7B,0.6109215017064846,0.8349930292770363,0.6368384487605839,0.4197149652162468,0.7924230465666929,0.4177407126611069
1618,Locutusque/Hyperion-2.0-Yi-34B,0.6433447098976111,0.856602270464051,0.7609290733821154,0.5529839160462177,0.8310970797158642,0.620166793025019
1619,Locutusque/Hyperion-2.1-Mistral-7B,0.5989761092150171,0.8330013941445926,0.6145600736243046,0.4757962030586148,0.7900552486187845,0.40181956027293403
1620,Locutusque/Hyperion-3.0-Mistral-7B-DPO,0.606655290102389,0.8394742083250348,0.6270725362668031,0.4617344147989212,0.7932123125493291,0.4533737680060652
1621,Locutusque/Hyperion-3.0-Mistral-7B-alpha,0.5998293515358362,0.8347938657637921,0.6249953529165375,0.42821474662971876,0.7876874506708761,0.41546626231993933
1622,Locutusque/Hyperion-3.0-Mixtral-3x7B,0.606655290102389,0.8328022306313483,0.6322367939172933,0.43456557158959974,0.7900552486187845,0.4139499620924943
1623,Locutusque/Hyperion-3.0-Yi-34B,0.6459044368600683,0.8561043616809401,0.7597870376175817,0.5637641591908886,0.8350434096290449,0.6103108415466262
1624,Locutusque/Llama-3-Orca-2.0-8B,0.5964163822525598,0.8218482374029078,0.6502727968680639,0.5109775958841095,0.7821625887924231,0.5314632297194845
1625,Locutusque/LocutusqueXFelladrin-TinyMistral248M-Instruct,0.24744027303754265,0.2779326827325234,0.261170974457391,0.40124313581017795,0.4909234411996843,0.0
1626,Locutusque/Mistral-7B-SFT,0.46501706484641636,0.756920932085242,0.5103779341042122,0.5202273247093547,0.7277032359905288,0.17437452615617893
1627,Locutusque/NeuralHyperion-2.0-Mistral-7B,0.5776450511945392,0.8229436367257519,0.6190044298525855,0.4549937684572924,0.7900552486187845,0.4116755117513268
1628,Locutusque/NeuralHyperion-Medium-Preview,0.606655290102389,0.8366859191396137,0.6372577235802254,0.42928063038332115,0.7853196527229678,0.4048521607278241
1629,Locutusque/OpenCerebrum-1.0-7b-DPO,0.6271331058020477,0.8432583150766778,0.6258593821582316,0.44914875849538566,0.8011049723756904,0.4200151630022744
1630,Locutusque/OpenCerebrum-1.0-7b-SFT,0.6006825938566553,0.8325034853614818,0.6271467479180718,0.41447253861290334,0.7916337805840569,0.39423805913570886
1631,Locutusque/OpenCerebrum-1.5-Mistral-7B-v0.2-beta,0.5998293515358362,0.8350926110336586,0.6338161893908654,0.4543367097746932,0.7837411207576953,0.40561031084154664
1632,Locutusque/OpenCerebrum-1.5-Mistral-7b-v0.2-alpha,0.5844709897610921,0.8400716988647681,0.6159911008439257,0.5011352181553774,0.7884767166535123,0.36467020470053074
1633,Locutusque/OpenCerebrum-2.0-7B,0.6006825938566553,0.8388767177853018,0.6384354702867909,0.48937019502423673,0.7940015785319653,0.39044730856709636
1634,Locutusque/OpenHercules-2.5-Mistral-7B,0.6424914675767917,0.8484365664210317,0.6421497840313226,0.47841742216332667,0.7892659826361483,0.5921152388172858
1635,Locutusque/Orca-2-13B-no_robots,0.591296928327645,0.7956582354112727,0.6028314506569492,0.5117394616239719,0.8034727703235991,0.27293404094010615
1636,Locutusque/Orca-2-13b-SFT-v4,0.5921501706484642,0.7957578171678947,0.6022931115946054,0.5115483861843445,0.8003157063930544,0.28278999241849884
1637,Locutusque/Orca-2-13b-SFT-v6,0.6040955631399317,0.8046205935072694,0.5951124872314703,0.5400874549545076,0.7742699289660616,0.05079605761940864
1638,Locutusque/Orca-2-13b-SFT_v5,0.5921501706484642,0.8009360685122485,0.6018993073035839,0.5183588707836261,0.8089976322020521,0.0841546626231994
1639,Locutusque/Rhino-Mistral-7B,0.4812286689419796,0.7142003584943238,0.4895449347539385,0.4589835712394216,0.7111286503551697,0.22137983320697502
1640,Locutusque/SlimHercules-4.0-Mistral-7B-v0.2,0.6006825938566553,0.8353913563035252,0.6267014929161524,0.453335051403178,0.7955801104972376,0.4533737680060652
1641,Locutusque/TinyMistral-248M-Instruct,0.2431740614334471,0.27524397530372435,0.2517859794996634,0.419357246718368,0.5019731649565904,0.0
1642,Locutusque/TinyMistral-248M-v2,0.21245733788395904,0.26558454491137223,0.23393980743899326,0.49601663232017196,0.5185477505919495,0.0
1643,Locutusque/TinyMistral-248M-v2.5,0.24573378839590443,0.2749452300338578,0.2314930289848684,0.4671579728496129,0.47829518547750594,0.0
1644,Locutusque/TinyMistral-248M-v2.5-Instruct,0.2226962457337884,0.27604062935670187,0.2389726260322431,0.4420811324629599,0.48224151539068666,0.0
1645,Locutusque/TinyMistral-248m,0.22866894197952217,0.2802230631348337,0.23154579375488266,0.42524397939784214,0.4980268350434096,0.0
1646,Locutusque/UltraQwen-7B,0.5170648464163823,0.7793268273252341,0.5916247857678232,0.4820049087562541,0.739542225730071,0.4404852160727824
1647,Locutusque/gpt2-conversational-or-qa,0.21416382252559724,0.27614021111332404,0.26514841873522726,0.47307881159959714,0.5114443567482242,0.000758150113722517
1648,Locutusque/gpt2-large-conversational,0.2696245733788396,0.44981079466241786,0.26329071926156444,0.3959528766607441,0.5603788476716653,0.000758150113722517
1649,Locutusque/hyperion-medium-preview,0.606655290102389,0.8366859191396137,0.6372577235802254,0.42928063038332115,0.7853196527229678,0.4048521607278241
1650,Locutusque/llama-3-neural-chat-v1-8b,0.6083617747440273,0.8412666799442341,0.6468659584675239,0.5634222670773993,0.7821625887924231,0.5481425322213799
1651,Locutusque/llama-3-neural-chat-v2.2-8B,0.6160409556313993,0.8304122684724159,0.6496636907189621,0.5188473560203044,0.7805840568271507,0.530705079605762
1652,Locutusque/lr-experiment1-7B,0.6075085324232082,0.8372834096793469,0.6325171505424464,0.4406981123355753,0.7947908445146016,0.4533737680060652
1653,LordNoah/Alpaca-tuned-gpt2,0.26535836177474403,0.4479187412865963,0.272178510927463,0.3764778441319414,0.5509076558800315,0.008339651250947688
1654,LordNoah/Alpaca_refine_gpt2_e0_se1,0.29180887372013653,0.4534953196574388,0.26910921714221014,0.37888278063696673,0.5430149960536701,0.006823351023502654
1655,LordNoah/Alpaca_refine_gpt2_e1_se0,0.27303754266211605,0.4538936466839275,0.26508238061039696,0.37277525939261963,0.5588003157063931,0.0
1656,LordNoah/Alpaca_refine_tuned_gpt2_large,0.27559726962457337,0.4509061939852619,0.26912258016213053,0.3790988407554485,0.5493291239147593,0.0075815011372251705
1657,LordNoah/Alpaca_spin_gpt2_e0_se1,0.27986348122866894,0.4583748257319259,0.26442548461732257,0.38883435647490394,0.5516969218626677,0.000758150113722517
1658,LordNoah/Alpaca_spin_gpt2_e1_se0,0.27986348122866894,0.45737900816570404,0.2667817809268701,0.3905583201208923,0.5556432517758485,0.0
1659,LordNoah/Alpaca_spin_tuned_gpt2_large,0.2790102389078498,0.45120493925512845,0.27079965077155754,0.39429285512218326,0.5461720599842147,0.006065200909780136
1660,LordNoah/latent_gpt2_medium_alpaca_e2,0.2696245733788396,0.3972316271659032,0.2692659630117544,0.4101308392822116,0.531965272296764,0.0037907505686125853
1661,LordNoah/latent_gpt2_medium_alpaca_e3,0.28754266211604096,0.37781318462457686,0.26354595975388734,0.4474161539503222,0.5153906866614049,0.0
1662,LordNoah/latent_gpt2_medium_alpaca_e4,0.2909556313993174,0.3980282812188807,0.2552319694206586,0.3523320223290501,0.5240726124704025,0.006065200909780136
1663,LordNoah/spin_gpt2_medium_alpaca_e2,0.28071672354948807,0.39882493527185825,0.2699137350874541,0.4151892085266857,0.5367008681925809,0.001516300227445034
1664,LordNoah/spin_gpt2_medium_alpaca_e3,0.2781569965870307,0.3881696873132842,0.26923510452353366,0.4219608361575142,0.510655090765588,0.0
1665,LoupGarou/WizardCoder-Guanaco-15B-V1.0,0.3046075085324232,0.4558852818163712,0.2678680493268303,0.46393246777342,0.5311760063141279,0.014404852160727823
1666,LoupGarou/WizardCoder-Guanaco-15B-V1.1,0.32593856655290104,0.454192391953794,0.2588178300260368,0.42331934318918635,0.5603788476716653,0.028809704321455645
1667,Lvxy1117/amber_fine_tune_001,0.44795221843003413,0.7378012348137821,0.30414977882821,0.429338384075007,0.6408839779005525,0.03639120545868082
1668,Lvxy1117/amber_fine_tune_ori,0.4445392491467577,0.7510456084445329,0.26044688775211144,0.34936073268100043,0.6314127861089187,0.01288855193328279
1669,Lvxy1117/amber_fine_tune_sg_part1,0.44880546075085326,0.7510456084445329,0.2935981768258482,0.4085301349788064,0.67008681925809,0.03790750568612585
1670,Lvxy1117/amber_fine_tune_sgall,0.44283276450511944,0.7476598287193786,0.31290466020437735,0.4047870475782831,0.6748224151539068,0.043214556482183475
1671,M4-ai/Hercules-Mini-1.8B,0.3703071672354949,0.5952997410874328,0.4477399591996367,0.39236556625803315,0.6227308602999211,0.3055344958301744
1672,M4-ai/Hercules-Qwen1.5-14B,0.5622866894197952,0.80601473809998,0.687322153996153,0.5202714188170312,0.7387529597474349,0.6595905989385897
1673,M4-ai/NeuralReyna-Mini-1.8B-v0.2,0.3779863481228669,0.6050587532364071,0.45036222747035587,0.37746909989084154,0.6093133385951065,0.27065959059893857
1674,M4-ai/NeuralReyna-Mini-1.8B-v0.3,0.35580204778157,0.6113324039036049,0.4422441784190573,0.41992642277608455,0.6093133385951065,0.06747536012130402
1675,M4-ai/Orca-2.0-Tau-1.8B,0.3711604095563141,0.6113324039036049,0.45271643111863713,0.39102686426895195,0.595895816890292,0.2896133434420015
1676,M4-ai/TinyMistral-6x248M-Instruct,0.22440273037542663,0.27016530571599284,0.24127960975153054,0.4316446283639332,0.5059194948697711,0.0
1677,M4-ai/neural-chat-mini-v2.2-1.8B,0.3515358361774744,0.6005775741884087,0.42994002610186344,0.3791168583086776,0.6022099447513812,0.18650492797573923
1678,M4-ai/tau-0.5B,0.29266211604095566,0.4743079067914758,0.37531323570156533,0.39388816072730637,0.5682715074980268,0.09628506444275967
1679,M4-ai/tau-0.5B-instruct-DPOP,0.28924914675767915,0.4362676757618004,0.3392432289242404,0.42730928037415516,0.5706393054459353,0.06974981046247157
1680,M4-ai/tau-1.8B,0.3720136518771331,0.6025692093208525,0.459561196934268,0.39716984718432286,0.6108918705603789,0.3017437452615618
1681,MAISAAI/gemma-2b-coder,0.48976109215017066,0.714299940250946,0.3702172914597019,0.3354424646424683,0.6685082872928176,0.16072782410917358
1682,MBZUAI/LaMini-GPT-1.5B,0.31399317406143346,0.48376817367058356,0.29918500750028765,0.4246905623387368,0.5588003157063931,0.0
1683,MBZUAI/LaMini-GPT-124M,0.2431740614334471,0.3082055367456682,0.24994466965987422,0.3657330024204558,0.5138121546961326,0.0
1684,MBZUAI/LaMini-GPT-774M,0.2764505119453925,0.4380601473809998,0.2629991205101314,0.4025772516501192,0.5659037095501184,0.0
1685,MBZUAI/lamini-cerebras-1.3b,0.2687713310580205,0.3796056562437762,0.2842718915373018,0.3644599063370808,0.5059194948697711,0.0
1686,MBZUAI/lamini-cerebras-111m,0.22098976109215018,0.2711611232822147,0.2550621765344677,0.4379433623286975,0.5122336227308603,0.0
1687,MBZUAI/lamini-cerebras-256m,0.2175767918088737,0.2869946225851424,0.2666268002344924,0.4180539433498173,0.5201262825572218,0.0
1688,MBZUAI/lamini-cerebras-590m,0.2431740614334471,0.3157737502489544,0.25574042075396664,0.4072464676631875,0.4790844514601421,0.001516300227445034
1689,MBZUAI/lamini-neo-1.3b,0.32764505119453924,0.49133638717386974,0.28786464467293416,0.4105326136118784,0.5651144435674822,0.001516300227445034
1690,MBZUAI/lamini-neo-125m,0.24573378839590443,0.302230631348337,0.2673582760832524,0.4285324023972136,0.5224940805051302,0.0
1691,MRAIRR/mini_7B_dare_v1,0.6177474402730375,0.7991435968930491,0.5955321315019091,0.5464175107671695,0.739542225730071,0.5655799848369977
1692,MSL7/INEX12-7b,0.7295221843003413,0.8913563035251942,0.6440064029630735,0.780369069282656,0.8524072612470402,0.7020470053070508
1693,MSL7/INEX16-7b,0.7312286689419796,0.8909579764987055,0.6455931771414842,0.7735060799995526,0.8445146014206787,0.7035633055344959
1694,MSL7/INEX4-7b,0.7295221843003413,0.8878709420434177,0.6469606519123657,0.7441900610335439,0.8389897395422259,0.7028051554207733
1695,MSL7/INEX8-7B,0.7329351535836177,0.8918542123083051,0.6447470115927365,0.7782906713919198,0.8484609313338595,0.6899166034874905
1696,MSL7/Liph.42-slerp,0.6254266211604096,0.7711611232822146,0.5819971155420742,0.5204971060651545,0.7490134175217048,0.5951478392721758
1697,MTSAIR/MultiVerse_70B,0.7858361774744027,0.8974307906791474,0.7826705852270277,0.7508968077654237,0.8737174427782164,0.7680060652009097
