,Model,Family,Instruct,date,#Params (B),Pretraining Data Size (T),FLOPs (1E21),IFEval,BBH,MATH Lvl 5,GPQA,MUSR,MMLU-PRO,bbh_boolean_expressions,bbh_causal_judgement,bbh_date_understanding,bbh_disambiguation_qa,bbh_formal_fallacies,bbh_geometric_shapes,bbh_hyperbaton,bbh_logical_deduction_five_objects,bbh_logical_deduction_seven_objects,bbh_logical_deduction_three_objects,bbh_movie_recommendation,bbh_navigate,bbh_object_counting,bbh_penguins_in_a_table,bbh_reasoning_about_colored_objects,bbh_ruin_names,bbh_salient_translation_error_detection,bbh_snarks,bbh_sports_understanding,bbh_temporal_sequences,bbh_tracking_shuffled_objects_five_objects,bbh_tracking_shuffled_objects_seven_objects,bbh_tracking_shuffled_objects_three_objects,bbh_web_of_lies,gpqa_diamond,gpqa_extended,gpqa_main,math_algebra_hard,math_counting_and_prob_hard,math_geometry_hard,math_intermediate_algebra_hard,math_num_theory_hard,math_prealgebra_hard,math_precalculus_hard,musr_murder_mysteries,musr_object_placements,musr_team_allocation,XWinograd,Arena-Elo,MTBench,hendrycksTest-abstract_algebra,hendrycksTest-anatomy,hendrycksTest-astronomy,hendrycksTest-business_ethics,hendrycksTest-clinical_knowledge,hendrycksTest-college_biology,hendrycksTest-college_chemistry,hendrycksTest-college_computer_science,hendrycksTest-college_mathematics,hendrycksTest-college_medicine,hendrycksTest-college_physics,hendrycksTest-computer_security,hendrycksTest-conceptual_physics,hendrycksTest-econometrics,hendrycksTest-electrical_engineering,hendrycksTest-elementary_mathematics,hendrycksTest-formal_logic,hendrycksTest-global_facts,hendrycksTest-high_school_biology,hendrycksTest-high_school_chemistry,hendrycksTest-high_school_computer_science,hendrycksTest-high_school_european_history,hendrycksTest-high_school_geography,hendrycksTest-high_school_government_and_politics,hendrycksTest-high_school_macroeconomics,hendrycksTest-high_school_mathematics,hendrycksTest-high_school_microeconomics,hendrycksTest-high_school_physics,hendrycksTest-high_school_psychology,hendrycksTest-high_school_statistics,hendrycksTest-high_school_us_history,hendrycksTest-high_school_world_history,hendrycksTest-human_aging,hendrycksTest-human_sexuality,hendrycksTest-international_law,hendrycksTest-jurisprudence,hendrycksTest-logical_fallacies,hendrycksTest-machine_learning,hendrycksTest-management,hendrycksTest-marketing,hendrycksTest-medical_genetics,hendrycksTest-miscellaneous,hendrycksTest-moral_disputes,hendrycksTest-moral_scenarios,hendrycksTest-nutrition,hendrycksTest-philosophy,hendrycksTest-prehistory,hendrycksTest-professional_accounting,hendrycksTest-professional_law,hendrycksTest-professional_medicine,hendrycksTest-professional_psychology,hendrycksTest-public_relations,hendrycksTest-security_studies,hendrycksTest-sociology,hendrycksTest-us_foreign_policy,hendrycksTest-virology,hendrycksTest-world_religions,MMLU,ARC,HellaSwag,Winogrande,TruthfulQA,GSM8K,HumanEval,Family2
166,starcoderbase-1b,starcoder,False,,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.56173933366138,,,0.26,0.2814814814814815,0.1973684210526315,0.21,0.2754716981132075,0.2361111111111111,0.25,0.36,0.34,0.1907514450867052,0.2941176470588235,0.25,0.3276595744680851,0.2631578947368421,0.296551724137931,0.2354497354497354,0.2222222222222222,0.31,0.2838709677419355,0.270935960591133,0.26,0.2303030303030303,0.2272727272727272,0.2279792746113989,0.2769230769230769,0.2740740740740741,0.2310924369747899,0.2251655629139073,0.2385321100917431,0.3842592592592592,0.1862745098039215,0.2616033755274262,0.3139013452914798,0.1984732824427481,0.2644628099173554,0.3055555555555556,0.2085889570552147,0.3125,0.2524271844660194,0.1752136752136752,0.28,0.2822477650063857,0.2341040462427745,0.2424581005586592,0.2712418300653594,0.2797427652733119,0.2746913580246913,0.2730496453900709,0.257496740547588,0.4375,0.2271241830065359,0.3,0.3183673469387755,0.2437810945273631,0.26,0.3493975903614458,0.2631578947368421,0.266738815642615,0.2269624573378839,0.3430591515634336,0.4996053670086819,0.4578928664903403,0.0090978013646702,0.146,starcoderbase
167,starcoderbase-3b,starcoder,False,,3.0,1.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5976355730660291,,,0.26,0.2888888888888888,0.1973684210526315,0.21,0.290566037735849,0.3263888888888889,0.27,0.31,0.28,0.2312138728323699,0.2549019607843137,0.28,0.3361702127659574,0.2894736842105263,0.2068965517241379,0.2698412698412698,0.2222222222222222,0.33,0.2838709677419355,0.2413793103448276,0.26,0.2484848484848484,0.2828282828282828,0.2590673575129533,0.2974358974358974,0.2592592592592592,0.3361344537815126,0.3509933774834437,0.255045871559633,0.4027777777777778,0.196078431372549,0.2658227848101265,0.3632286995515695,0.2595419847328244,0.2066115702479339,0.2037037037037037,0.2515337423312883,0.2857142857142857,0.2621359223300971,0.2435897435897435,0.26,0.2848020434227331,0.2369942196531791,0.2424581005586592,0.2647058823529412,0.2797427652733119,0.2716049382716049,0.2978723404255319,0.2438070404172099,0.3933823529411764,0.238562091503268,0.3636363636363636,0.2530612244897959,0.2388059701492537,0.3,0.2951807228915662,0.2573099415204678,0.2735280049306773,0.2585324232081911,0.3910575582553276,0.5114443567482242,0.4305451198786013,0.0174374526156178,0.177,starcoderbase
168,starcoderbase-7b,starcoder,False,,7.0,1.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5978311244584498,,,0.24,0.3481481481481481,0.2368421052631578,0.3,0.3396226415094339,0.3194444444444444,0.19,0.3,0.26,0.1907514450867052,0.2254901960784313,0.32,0.3106382978723404,0.2631578947368421,0.3034482758620689,0.2592592592592592,0.2063492063492063,0.31,0.2387096774193548,0.2413793103448276,0.36,0.2363636363636363,0.2777777777777778,0.2746113989637305,0.2512820512820513,0.2703703703703703,0.2647058823529412,0.2516556291390728,0.273394495412844,0.2222222222222222,0.3137254901960784,0.2911392405063291,0.3856502242152466,0.2977099236641221,0.3801652892561983,0.3981481481481481,0.2269938650306748,0.2857142857142857,0.2718446601941747,0.3675213675213675,0.21,0.3052362707535121,0.3034682080924855,0.241340782122905,0.2581699346405229,0.3086816720257235,0.2839506172839506,0.3085106382978723,0.2796610169491525,0.2316176470588235,0.2630718954248366,0.2818181818181818,0.3387755102040816,0.3184079601990049,0.36,0.3192771084337349,0.2982456140350877,0.2844643845271117,0.2986348122866894,0.4386576379207329,0.5438042620363063,0.4046263361255611,0.0545868081880212,0.244,starcoderbase
169,wizardlm-13b-v1.0,llama-2,True,2024-06-25,13.0,2.0,156.0,0.19,0.29,0.0,0.26,0.35,0.12,0.46,0.5187165775401069,0.192,0.312,0.468,0.0,0.484,0.192,0.148,0.32,0.228,0.42,0.068,0.2328767123287671,0.172,0.284,0.14,0.4606741573033708,0.46,0.284,0.2,0.144,0.316,0.488,0.2626262626262626,0.2692307692307692,0.2455357142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.28515625,0.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wizardlm-v1.0
170,wizardlm-70b-v1.0,llama-2,True,2024-06-19,70.0,2.0,840.0,0.5,0.56,0.03,0.27,0.44,0.34,0.792,0.6898395721925134,0.52,0.628,0.608,0.316,0.648,0.472,0.476,0.612,0.848,0.604,0.428,0.4589041095890411,0.532,0.832,0.576,0.7921348314606742,0.812,0.644,0.16,0.144,0.332,0.492,0.2171717171717171,0.2472527472527472,0.3102678571428571,0.0293159609120521,0.040650406504065,0.0075757575757575,0.0107142857142857,0.0454545454545454,0.0984455958549222,0.0148148148148148,0.532,0.27734375,0.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,wizardlm-v1.0
171,xglm-1.7b,xglm,False,,1.7,0.5,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6306808718012892,,,0.3,0.3259259259259259,0.1776315789473684,0.2,0.2188679245283019,0.2222222222222222,0.18,0.24,0.2,0.2138728323699422,0.2352941176470588,0.22,0.2468085106382978,0.2543859649122807,0.2275862068965517,0.2566137566137566,0.1904761904761904,0.2,0.2838709677419355,0.3103448275862069,0.33,0.2242424242424242,0.2676767676767677,0.2279792746113989,0.2102564102564102,0.3,0.2142857142857142,0.1986754966887417,0.2256880733944954,0.4768518518518518,0.2549019607843137,0.2531645569620253,0.2376681614349775,0.1679389312977099,0.2479338842975206,0.2314814814814814,0.2392638036809816,0.2678571428571428,0.1941747572815534,0.2393162393162393,0.3,0.2669220945083014,0.245664739884393,0.2424581005586592,0.2287581699346405,0.2508038585209003,0.3209876543209876,0.2695035460992908,0.2392438070404172,0.4522058823529412,0.261437908496732,0.2272727272727272,0.2204081632653061,0.2388059701492537,0.33,0.2831325301204819,0.2163742690058479,0.2510041645690995,0.2585324232081911,0.4567815176259709,0.5390686661404893,0.3720634151696304,0.0075815011372251,0.0,xglm
172,xglm-4.5b,xglm,False,,4.5,0.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6585139569181357,,,0.2,0.3037037037037037,0.2105263157894736,0.23,0.2226415094339622,0.2638888888888889,0.24,0.28,0.29,0.2716763005780346,0.196078431372549,0.28,0.2425531914893617,0.2807017543859649,0.2,0.2513227513227513,0.1746031746031746,0.34,0.2580645161290322,0.2610837438423645,0.31,0.206060606060606,0.2727272727272727,0.2642487046632124,0.2564102564102564,0.2518518518518518,0.2226890756302521,0.2649006622516556,0.2477064220183486,0.287037037037037,0.2058823529411764,0.2151898734177215,0.2242152466367713,0.2671755725190839,0.3388429752066115,0.2314814814814814,0.2883435582822086,0.2410714285714285,0.2912621359223301,0.2222222222222222,0.24,0.2043422733077905,0.2716763005780346,0.241340782122905,0.261437908496732,0.3022508038585209,0.2654320987654321,0.2765957446808511,0.273142112125163,0.3272058823529412,0.25,0.2363636363636363,0.236734693877551,0.3134328358208955,0.28,0.1867469879518072,0.2222222222222222,0.254299777191496,0.3148464163822526,0.5794662417845051,0.5493291239147593,0.3583939485040638,0.0022744503411675,0.0,xglm
173,xglm-564m,xglm,False,,0.564,0.5,1.6919999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5855090554685282,,,0.2,0.3111111111111111,0.1776315789473684,0.27,0.2037735849056604,0.2222222222222222,0.2,0.15,0.23,0.2138728323699422,0.2254901960784313,0.23,0.3148936170212766,0.2719298245614035,0.2620689655172414,0.2619047619047619,0.1428571428571428,0.18,0.2709677419354839,0.2955665024630542,0.34,0.2666666666666666,0.1969696969696969,0.2694300518134715,0.2128205128205128,0.2481481481481481,0.2394957983193277,0.1986754966887417,0.1871559633027523,0.4537037037037037,0.2892156862745098,0.240506329113924,0.3273542600896861,0.2595419847328244,0.3305785123966942,0.2592592592592592,0.2760736196319018,0.3303571428571428,0.1844660194174757,0.2905982905982906,0.3,0.2375478927203065,0.2485549132947976,0.2424581005586592,0.218954248366013,0.1864951768488746,0.2160493827160493,0.2765957446808511,0.2457627118644068,0.4448529411764705,0.25,0.2181818181818181,0.2408163265306122,0.2437810945273631,0.23,0.2831325301204819,0.2339181286549707,0.2517966357007282,0.2457337883959044,0.3464449312885879,0.5224940805051302,0.4043205877039627,0.0022744503411675,0.0,xglm
174,xglm-7.5b,xglm,False,,7.5,0.5,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6955505613435582,,,0.27,0.2518518518518518,0.2236842105263158,0.26,0.3018867924528302,0.2986111111111111,0.27,0.28,0.25,0.2543352601156069,0.196078431372549,0.28,0.2893617021276595,0.2543859649122807,0.2068965517241379,0.2671957671957672,0.3174603174603174,0.29,0.332258064516129,0.3103448275862069,0.28,0.2787878787878788,0.3585858585858585,0.3626943005181347,0.3564102564102564,0.2481481481481481,0.3319327731092437,0.2980132450331126,0.2770642201834862,0.4212962962962963,0.2352941176470588,0.2573839662447257,0.3452914798206278,0.2366412213740458,0.3636363636363636,0.2129629629629629,0.2576687116564417,0.2232142857142857,0.2621359223300971,0.1794871794871795,0.31,0.2554278416347382,0.2312138728323699,0.2424581005586592,0.2777777777777778,0.2443729903536977,0.2746913580246913,0.2624113475177305,0.2444589308996088,0.4522058823529412,0.2696078431372549,0.2454545454545454,0.2897959183673469,0.2388059701492537,0.24,0.2891566265060241,0.2807017543859649,0.2778866807166943,0.3412969283276451,0.6077474606652061,0.5872138910812944,0.3666152388235458,0.0022744503411675,0.0,xglm
175,yi-1.5-34b,yi-1.5,False,2024-05-16,34.0,3.5,714.0,0.28,0.6,0.14,0.37,0.42,0.47,0.892,0.6203208556149733,0.628,0.72,0.584,0.488,0.608,0.428,0.396,0.624,0.876,0.704,0.352,0.5547945205479452,0.652,0.832,0.532,0.8202247191011236,0.86,0.92,0.228,0.2,0.348,0.476,0.404040404040404,0.3498168498168498,0.3683035714285714,0.250814332247557,0.1138211382113821,0.0454545454545454,0.0392857142857142,0.0909090909090909,0.2953367875647668,0.0518518518518518,0.552,0.3828125,0.336,,,,0.55,0.7555555555555555,0.881578947368421,0.8,0.8301886792452831,0.875,0.57,0.7,0.59,0.7514450867052023,0.5686274509803921,0.86,0.8382978723404255,0.6491228070175439,0.7862068965517242,0.7195767195767195,0.6746031746031746,0.55,0.8774193548387097,0.6945812807881774,0.83,0.8727272727272727,0.9343434343434344,0.9481865284974094,0.8307692307692308,0.5111111111111111,0.8865546218487395,0.5562913907284768,0.9137614678899084,0.7268518518518519,0.8921568627450981,0.9071729957805909,0.8116591928251121,0.8778625954198473,0.8760330578512396,0.8518518518518519,0.8711656441717791,0.5803571428571429,0.912621359223301,0.9487179487179488,0.86,0.9016602809706258,0.8121387283236994,0.646927374301676,0.8431372549019608,0.8135048231511254,0.845679012345679,0.6205673758865248,0.5795306388526728,0.8492647058823529,0.8088235294117647,0.7636363636363637,0.8244897959183674,0.8706467661691543,0.9,0.5662650602409639,0.8888888888888888,0.78,0.6578,0.8611,0.8406,0.5384,0.7323999999999999,,yi-1.5
176,yi-1.5-34b-chat,yi-1.5,True,2024-05-15,34.0,3.5,714.0,0.61,0.61,0.23,0.36,0.43,0.45,0.88,0.6042780748663101,0.628,0.808,0.636,0.44,0.732,0.552,0.536,0.792,0.696,0.624,0.384,0.5684931506849316,0.752,0.768,0.616,0.8202247191011236,0.832,0.548,0.248,0.248,0.34,0.548,0.3686868686868687,0.3571428571428571,0.3727678571428571,0.4267100977198697,0.1544715447154471,0.0681818181818181,0.0785714285714285,0.2207792207792207,0.4248704663212435,0.0888888888888888,0.584,0.30859375,0.392,,,,0.58,0.8,0.875,0.81,0.7735849056603774,0.8263888888888888,0.56,0.69,0.51,0.7514450867052023,0.5196078431372549,0.82,0.8170212765957446,0.5789473684210527,0.7448275862068966,0.753968253968254,0.6666666666666666,0.51,0.8838709677419355,0.6650246305418719,0.9,0.8606060606060606,0.8838383838383839,0.9585492227979274,0.8384615384615385,0.5555555555555556,0.8781512605042017,0.609271523178808,0.8899082568807339,0.6805555555555556,0.9068627450980392,0.8818565400843882,0.8071748878923767,0.8778625954198473,0.8760330578512396,0.8333333333333334,0.8588957055214724,0.6339285714285714,0.883495145631068,0.9230769230769232,0.84,0.8991060025542784,0.8121387283236994,0.6815642458100558,0.826797385620915,0.77491961414791,0.8518518518518519,0.6312056737588653,0.5704041720990873,0.8125,0.7826797385620915,0.7272727272727273,0.8204081632653061,0.8805970149253731,0.86,0.6265060240963856,0.8654970760233918,0.7707999999999999,0.7048000000000001,0.8597,0.8161,0.6215999999999999,0.7165,,yi-1.5-chat
177,yi-1.5-6b,yi-1.5,False,2024-05-16,6.0,3.5,126.0,0.26,0.45,0.06,0.31,0.44,0.31,0.848,0.5240641711229946,0.56,0.516,0.496,0.416,0.5,0.34,0.248,0.428,0.848,0.448,0.38,0.3698630136986301,0.276,0.54,0.356,0.5842696629213483,0.7,0.36,0.108,0.12,0.32,0.496,0.3131313131313131,0.3315018315018315,0.2924107142857143,0.1074918566775244,0.032520325203252,0.0,0.0107142857142857,0.0259740259740259,0.1295336787564766,0.0148148148148148,0.524,0.32421875,0.464,,,,0.37,0.5555555555555556,0.6644736842105263,0.7,0.6566037735849056,0.7083333333333334,0.44,0.57,0.39,0.6069364161849711,0.4411764705882353,0.79,0.6680851063829787,0.4649122807017544,0.6551724137931034,0.5185185185185185,0.492063492063492,0.34,0.7774193548387097,0.6206896551724138,0.69,0.793939393939394,0.8080808080808081,0.8756476683937824,0.7102564102564103,0.4074074074074074,0.819327731092437,0.4437086092715231,0.8311926605504587,0.5740740740740741,0.8235294117647058,0.7721518987341772,0.6278026905829597,0.7022900763358778,0.7520661157024794,0.7777777777777778,0.7361963190184049,0.4642857142857143,0.7961165048543689,0.9017094017094016,0.75,0.8058748403575989,0.6936416184971098,0.3318435754189944,0.6928104575163399,0.684887459807074,0.7129629629629629,0.5425531914893617,0.4713168187744458,0.6580882352941176,0.6552287581699346,0.6909090909090909,0.726530612244898,0.7711442786069652,0.86,0.5060240963855421,0.7602339181286549,0.6473,0.5725,0.7792,0.7514,0.44020000000000004,0.5034000000000001,,yi-1.5
178,yi-1.5-6b-chat,yi-1.5,True,2024-05-16,6.0,3.5,126.0,0.48,0.46,0.13,0.32,0.44,0.32,0.82,0.6149732620320856,0.468,0.58,0.54,0.412,0.588,0.34,0.316,0.516,0.536,0.612,0.412,0.4383561643835616,0.436,0.356,0.356,0.7303370786516854,0.56,0.236,0.148,0.124,0.288,0.504,0.3232323232323232,0.3003663003663003,0.3370535714285714,0.2182410423452769,0.065040650406504,0.0303030303030303,0.0285714285714285,0.1298701298701298,0.2849740932642487,0.0296296296296296,0.524,0.26171875,0.544,,,,0.45,0.5185185185185185,0.6710526315789473,0.7,0.6792452830188679,0.7222222222222222,0.45,0.54,0.41,0.6069364161849711,0.4509803921568627,0.71,0.6468085106382979,0.5175438596491229,0.6344827586206897,0.5343915343915344,0.5873015873015873,0.42,0.7580645161290323,0.5320197044334976,0.75,0.7878787878787878,0.7828282828282829,0.844559585492228,0.6692307692307692,0.4259259259259259,0.8277310924369747,0.390728476821192,0.8238532110091743,0.5324074074074074,0.7696078431372549,0.7848101265822784,0.6098654708520179,0.6564885496183206,0.7603305785123967,0.7777777777777778,0.7668711656441718,0.5625,0.8058252427184466,0.8888888888888888,0.68,0.7969348659003831,0.6965317919075145,0.3821229050279329,0.6797385620915033,0.639871382636656,0.6358024691358025,0.5212765957446809,0.4732724902216427,0.5367647058823529,0.6225490196078431,0.6454545454545455,0.6857142857142857,0.8109452736318408,0.81,0.5,0.7426900584795322,0.6424,0.6067,0.7887000000000001,0.7356,0.5257000000000001,0.6709999999999999,,yi-1.5-chat
179,yi-1.5-9b,yi-1.5,False,2024-05-16,9.0,3.5,189.0,0.29,0.51,0.1,0.38,0.43,0.39,0.832,0.5721925133689839,0.508,0.624,0.532,0.472,0.656,0.42,0.408,0.536,0.848,0.424,0.396,0.4794520547945205,0.516,0.676,0.472,0.5674157303370787,0.76,0.488,0.18,0.148,0.34,0.488,0.4191919191919191,0.3553113553113553,0.390625,0.1661237785016286,0.0975609756097561,0.0303030303030303,0.025,0.0844155844155844,0.238341968911917,0.0148148148148148,0.528,0.40234375,0.368,,,,0.44,0.6666666666666666,0.756578947368421,0.78,0.6830188679245283,0.7916666666666666,0.53,0.58,0.53,0.6994219653179191,0.4705882352941176,0.85,0.7361702127659574,0.631578947368421,0.6896551724137931,0.6322751322751323,0.5317460317460317,0.4,0.8451612903225807,0.6354679802955665,0.83,0.8303030303030303,0.8484848484848485,0.9015544041450776,0.7538461538461538,0.437037037037037,0.8613445378151261,0.4768211920529801,0.8587155963302753,0.6527777777777778,0.8431372549019608,0.8481012658227848,0.7443946188340808,0.7786259541984732,0.8264462809917356,0.7407407407407407,0.7852760736196319,0.5,0.8058252427184466,0.8974358974358975,0.77,0.8301404853128991,0.7456647398843931,0.4860335195530726,0.7843137254901961,0.7556270096463023,0.7530864197530864,0.5673758865248227,0.5032594524119948,0.7022058823529411,0.738562091503268,0.7090909090909091,0.7551020408163265,0.8407960199004975,0.91,0.536144578313253,0.8304093567251462,0.7073,0.6186,0.8037000000000001,0.7798,0.46740000000000004,0.627,,yi-1.5
180,yi-1.5-9b-chat,yi-1.5,True,2024-05-16,9.0,3.5,189.0,0.6,0.56,0.12,0.33,0.43,0.4,0.844,0.6417112299465241,0.592,0.664,0.624,0.528,0.728,0.46,0.448,0.684,0.684,0.728,0.416,0.6027397260273972,0.648,0.664,0.488,0.6573033707865169,0.696,0.384,0.22,0.156,0.292,0.492,0.3333333333333333,0.3296703296703296,0.3415178571428571,0.2312703583061889,0.1056910569105691,0.0151515151515151,0.0214285714285714,0.1168831168831168,0.2227979274611398,0.0074074074074074,0.568,0.26171875,0.448,,,,0.46,0.6370370370370371,0.7236842105263158,0.74,0.7283018867924528,0.7916666666666666,0.59,0.66,0.48,0.7109826589595376,0.4607843137254901,0.77,0.723404255319149,0.5877192982456141,0.696551724137931,0.6402116402116402,0.5793650793650794,0.45,0.8354838709677419,0.6650246305418719,0.87,0.8424242424242424,0.8585858585858586,0.9015544041450776,0.7794871794871795,0.4703703703703704,0.8697478991596639,0.4569536423841059,0.8642201834862385,0.6851851851851852,0.8480392156862745,0.8270042194092827,0.7219730941704036,0.7480916030534351,0.8347107438016529,0.75,0.803680981595092,0.5357142857142857,0.8640776699029126,0.9188034188034188,0.8,0.8339719029374202,0.7369942196531792,0.5497206703910614,0.7450980392156863,0.7363344051446945,0.7314814814814815,0.5780141843971631,0.4804432855280313,0.6764705882352942,0.696078431372549,0.6909090909090909,0.7306122448979592,0.8159203980099502,0.91,0.5602409638554217,0.8245614035087719,0.7101000000000001,0.6365,0.8094,0.7719,0.5267000000000001,0.7187,,yi-1.5-chat
181,yi-34b,yi,False,2023-11-02,34.0,3.0,612.0,0.3,0.55,0.04,0.37,0.41,0.44,0.84,0.5614973262032086,0.684,0.636,0.564,0.496,0.732,0.392,0.304,0.544,0.896,0.42,0.388,0.4452054794520548,0.54,0.84,0.544,0.7303370786516854,0.856,0.516,0.188,0.172,0.32,0.488,0.3585858585858585,0.3644688644688644,0.3727678571428571,0.0749185667752443,0.040650406504065,0.0075757575757575,0.0107142857142857,0.0324675324675324,0.0984455958549222,0.0222222222222222,0.548,0.3515625,0.336,0.7956404905713801,,,0.45,0.7481481481481481,0.9013157894736842,0.79,0.7924528301886793,0.8819444444444444,0.49,0.65,0.48,0.7109826589595376,0.5,0.82,0.7702127659574468,0.5526315789473685,0.8,0.656084656084656,0.5634920634920635,0.52,0.8806451612903226,0.645320197044335,0.82,0.8666666666666667,0.8939393939393939,0.9792746113989638,0.8,0.4444444444444444,0.8571428571428571,0.5165562913907285,0.9155963302752294,0.6388888888888888,0.9166666666666666,0.919831223628692,0.7937219730941704,0.8625954198473282,0.9090909090909092,0.8888888888888888,0.8834355828220859,0.5982142857142857,0.912621359223301,0.9316239316239316,0.87,0.9054916985951468,0.8294797687861272,0.6446927374301676,0.8627450980392157,0.8392282958199357,0.8827160493827161,0.6702127659574468,0.6049543676662321,0.8125,0.8186274509803921,0.7363636363636363,0.8448979591836735,0.8905472636815921,0.9,0.5783132530120482,0.8771929824561403,0.7635156727391681,0.6459044368600683,0.8569010157339175,0.8303078137332282,0.5623083932983032,0.5064442759666414,0.2682926829268293,yi
182,yi-34b-200k,yi-200k,False,,34.0,3.0,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,0.7333333333333333,0.8947368421052632,0.78,0.8113207547169812,0.8819444444444444,0.47,0.63,0.4,0.7109826589595376,0.5490196078431373,0.8,0.774468085106383,0.5614035087719298,0.7724137931034483,0.6455026455026455,0.5158730158730159,0.57,0.896774193548387,0.6502463054187192,0.82,0.8484848484848485,0.9292929292929292,0.9740932642487048,0.782051282051282,0.3814814814814815,0.8403361344537815,0.4635761589403973,0.9211009174311928,0.6712962962962963,0.9068627450980392,0.9071729957805909,0.7937219730941704,0.8625954198473282,0.9173553719008264,0.8888888888888888,0.8834355828220859,0.5803571428571429,0.8932038834951457,0.9401709401709402,0.88,0.9029374201787996,0.8034682080924855,0.6759776536312849,0.8464052287581699,0.819935691318328,0.8364197530864198,0.6134751773049646,0.5912646675358539,0.8088235294117647,0.8202614379084967,0.7272727272727273,0.8204081632653061,0.8805970149253731,0.92,0.572289156626506,0.8771929824561403,0.7556180045111563,0.6578498293515358,0.8205536745668194,0.8287292817679558,0.4260214587740499,0.3487490523123578,,yi-200k
183,yi-34b-chat,yi,True,,34.0,3.0,612.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45,0.7111111111111111,0.8552631578947368,0.79,0.7924528301886793,0.8472222222222222,0.53,0.59,0.34,0.6994219653179191,0.4607843137254901,0.82,0.7659574468085106,0.5526315789473685,0.8,0.6349206349206349,0.5396825396825397,0.56,0.8709677419354839,0.6206896551724138,0.81,0.8545454545454545,0.898989898989899,0.9533678756476685,0.7846153846153846,0.3555555555555555,0.8361344537815126,0.5033112582781457,0.908256880733945,0.6342592592592593,0.9068627450980392,0.9029535864978904,0.8116591928251121,0.8931297709923665,0.8925619834710744,0.8888888888888888,0.852760736196319,0.6160714285714286,0.8737864077669902,0.9145299145299144,0.87,0.8991060025542784,0.8092485549132948,0.7016759776536313,0.8300653594771242,0.8102893890675241,0.8703703703703703,0.6170212765957447,0.5495436766623207,0.7830882352941176,0.826797385620915,0.7272727272727273,0.8367346938775511,0.8855721393034826,0.89,0.5843373493975904,0.8771929824561403,0.7490000000000001,0.6544,0.8416,0.8011,0.5537,0.31920000000000004,,yi-chat
184,yi-6b,yi,False,2023-11-02,6.0,3.0,108.0,0.29,0.43,0.02,0.27,0.39,0.3,0.656,0.5721925133689839,0.412,0.608,0.54,0.376,0.504,0.24,0.176,0.4,0.796,0.464,0.316,0.4246575342465753,0.308,0.44,0.272,0.6573033707865169,0.74,0.256,0.16,0.176,0.352,0.496,0.2676767676767677,0.2673992673992674,0.2723214285714285,0.022801302931596,0.024390243902439,0.0303030303030303,0.0071428571428571,0.0129870129870129,0.005181347150259,0.0074074074074074,0.524,0.2890625,0.368,0.7238791258822254,,,0.29,0.5851851851851851,0.6513157894736842,0.67,0.6716981132075471,0.6736111111111112,0.42,0.5,0.37,0.6011560693641619,0.3431372549019608,0.75,0.6212765957446809,0.3596491228070175,0.6551724137931034,0.4576719576719577,0.4365079365079365,0.43,0.7741935483870968,0.5073891625615764,0.66,0.7515151515151515,0.8232323232323232,0.8963730569948186,0.6512820512820513,0.3185185185185185,0.7436974789915967,0.3841059602649007,0.8275229357798165,0.5277777777777778,0.8088235294117647,0.7805907172995781,0.6771300448430493,0.7480916030534351,0.768595041322314,0.7685185185185185,0.7852760736196319,0.4285714285714285,0.8058252427184466,0.9017094017094016,0.78,0.8020434227330779,0.7167630057803468,0.4111731843575419,0.7189542483660131,0.6945337620578779,0.7129629629629629,0.475177304964539,0.4928292046936114,0.6544117647058824,0.6617647058823529,0.7363636363636363,0.7510204081632653,0.8208955223880597,0.85,0.4578313253012048,0.8304093567251462,0.6410709139827397,0.5554607508532423,0.7656841266679945,0.7419100236779794,0.4196160749943391,0.1213040181956027,0.1585365853658536,yi
